  STICS TIME, PHA and DPU M & M/Q TABLE LISTING
  Run time  08:36:12   12-AUG-99
         Input Level 1 Filename: SMSDISK3:[WIND.L1DATA]WI_L1_SMS_19980322_V01.DAT;1
  Clock selected: Wall     Trigger mode is   (Tn.E)+(Tn.En)      
  FIFO mode is OFF         TGS  mode is OFF
  Telemetry mode is Science mode     
  FILTERING CHOICES:
          Voltage step selection =   0 to 31
          Event type selection   =       ALL
          Range selection        =     2 1 0
          Range checking is OFF
          Velocity range         =  260 to   1000
          Selected Telescopes =   1,-1, 3  (-1=not selected)
          Sectors     =   9 to 10
          Telescope checking is ON 
  Start Time:  19980322  00:00:00     End Time:  19980323  00:00:00
       SR BR  Year  Day    Time    VS     E/Q    StopID   StartID/Range  Energy(Ed)  Sector  SSD-ID    ToF(Td)  START   RANGE      M/Q     MASS   NM   NQ  NRG
    14336  L  1998  081   3:04:48   3     8.76      3           20             0        10       0       491       6       2       4.94     0.0    0   56    2
    14337  L  1998  081   3:07:24  11    22.09      3           17             0        10       0       166       5       2       1.04     0.0    0    5    2
    14338  L  1998  081   3:08:36  12    24.80      3           20             0         9       0       163       6       2       1.12     0.0    0    8    2
    14338  L  1998  081   3:08:48  16    39.38      3           17             0        10       0       234       5       2       4.65     0.0    0   54    2
    14338  L  1998  081   3:09:00  20    62.54      3           20            17         9       3       114       6       2       1.02     1.1    9    5    2
    14339  L  1998  081   3:11:30  10    19.68      3           17             0        10       0       229       5       2       2.12     0.0    0   29    2
    14340  L  1998  081   3:14:24   8    15.61      3           17             0         9       0       256       5       2       2.16     0.0    0   29    2
    14341  L  1998  081   3:17:02   0     6.19      3           17             0        10       0       299       5       2       1.04     0.0    0    5    2
    14341  L  1998  081   3:17:55  18    49.62      3           17             0        10       0       119       5       2       0.92     0.0    0    1    2
    14341  L  1998  081   3:19:25  11    22.09      3           17             0        10       0       291       5       2       4.28     0.0    0   52    2
    14342  L  1998  081   3:20:37  12    24.80      3           17             0         9       0       160       5       2       1.07     0.0    0    6    2
    14342  L  1998  081   3:22:37   7    13.91      3           17             0         9       0       370       5       2       4.49     0.0    0   53    2
    14342  L  1998  081   3:22:55   1     6.95      3           17             0        10       0       374       5       2       2.02     0.0    0   27    2
    14343  L  1998  081   3:23:02   0     6.19      3           17             0        10       0       397       5       2       1.99     0.0    0   27    2
    14344  L  1998  081   3:26:08   2     7.80      3           20             0         9       0       277       6       2       1.16     0.0    0    9    2
    14344  L  1998  081   3:26:13   4     9.83      3           17             0        10       0       309       5       2       1.99     0.0    0   27    2
    14344  L  1998  081   3:28:20  13    27.84      3           17             0         9       0       264       5       2       4.34     0.0    0   52    2
    14345  L  1998  081   3:29:08   2     7.80      1            8             0        10       0       265       2       2       1.05     0.0    0    5    2
    14347  L  1998  081   3:35:38  12    24.80      1            8             0        10       0       277       2       2       4.30     0.0    0   52    2
    14348  L  1998  081   3:40:51   3     8.76      1            8             0         9       0       284       2       2       1.42     0.0    0   16    2
    14348  L  1998  081   3:40:51   3     8.76      3           17             0        10       0       507       5       2       5.30     0.0    0   59    2
    14349  L  1998  081   3:41:33  10    19.68      1            6            34         9       1       244       2       0       2.47    27.6   45   34    0
    14349  L  1998  081   3:43:27  11    22.09      1            8             0        10       0       170       2       2       1.11     0.0    0    7    2
    14349  L  1998  081   3:43:57   1     6.95      3           17             0        10       0       372       5       2       2.00     0.0    0   27    2
    14350  L  1998  081   3:44:04   0     6.19      3           17             0         9       0       407       5       2       2.10     0.0    0   28    2
    14350  L  1998  081   3:44:27   8    15.61      3           17             0         9       0       358       5       2       4.74     0.0    0   55    2
    14350  L  1998  081   3:44:39  12    24.80      1            8            11         9       1       205       2       2       2.06     4.8   25   28    2
    14351  L  1998  081   3:48:57  21    70.20      1            8            15        10       1       107       2       2       0.93     0.9    6    2    2
    14352  L  1998  081   3:52:58   1     6.95      3           17             0        10       0       296       5       2       1.18     0.0    0    9    2
    14353  L  1998  081   3:55:40   7    13.91      3           17             0        10       0       269       5       2       2.14     0.0    0   29    2
    14353  L  1998  081   3:55:52   3     8.76      3           17             0         9       0       418       5       2       3.46     0.0    0   45    2
    14354  L  1998  081   3:56:22   6    12.39      1            8             0        10       0       217       2       2       1.11     0.0    0    7    2
    14356  L  1998  081   4:04:29  11    22.09      3           17             0         9       0       162       5       2       0.98     0.0    0    3    2
    14356  L  1998  081   4:04:58   1     6.95      3           17             0        10       0       437       5       2       2.86     0.0    0   38    2
    14357  L  1998  081   4:05:11   2     7.80      3           17             0        10       0       444       5       2       3.43     0.0    0   44    2
    14357  L  1998  081   4:07:05  19    55.71      3           20             0         9       0       162       6       2       2.57     0.0    0   35    2
    14357  L  1998  081   4:07:11  17    44.21      1            8             9        10       1       127       2       2       1.00     1.0    8    4    2
    14357  L  1998  081   4:07:47   5    11.04      3           20             0         9       0       232       6       2       1.15     0.0    0    8    2
    14358  L  1998  081   4:08:35  10    19.68      3           20             0        10       0       177       6       2       1.09     0.0    0    7    2
    14358  L  1998  081   4:08:47  14    31.25      1            5             0         9       0       146       1       2       1.05     0.0    0    6    2
    14358  L  1998  081   4:10:59   1     6.95      3           17             0        10       0       330       5       2       1.52     0.0    0   18    2
    14359  L  1998  081   4:11:17   4     9.83      3           17             0         9       0       333       5       2       2.37     0.0    0   32    2
    14359  L  1998  081   4:12:11  22    78.81      1            8             0        10       0       165       2       2       3.85     0.0    0   48    2
    14359  L  1998  081   4:13:53   3     8.76      1            5             0        10       0       259       1       2       1.14     0.0    0    8    2
        0  L  1998  081   4:14:07   0     6.19      3           17             0        10       0       414       5       2       2.19     0.0    0   30    2
        0  L  1998  081   4:14:36  10    19.68      3           17             0         9       0       224       5       2       2.00     0.0    0   27    2
    14361  L  1998  081   4:17:24   6    12.39      3           17             0         9       0       228       5       2       1.25     0.0    0   11    2
    14361  L  1998  081   4:18:12  22    78.81      1            4             0        10       0       271       1       1      13.38     0.0    0   89    1
    14362  L  1998  081   4:20:30   8    15.61      1            5             0         9       0       193       1       2       1.07     0.0    0    6    2
    14362  L  1998  081   4:22:54   3     8.76      1            8             0        10       0       249       2       2       1.04     0.0    0    5    2
    14362  L  1998  081   4:23:00   1     6.95      3           17             0         9       0       372       5       2       2.00     0.0    0   27    2
    14363  L  1998  081   4:23:54  16    39.38      1            5             9         9       1       133       1       2       1.02     1.1    9    5    2
    14364  L  1998  081   4:26:18   4     9.83      3           17             0         9       0       239       5       2       1.08     0.0    0    6    2
    14365  L  1998  081   4:32:01   1     6.95      3           17             0         9       0       286       5       2       1.09     0.0    0    7    2
    14366  L  1998  081   4:32:08   0     6.19      3           17             0        10       0       412       5       2       2.16     0.0    0   29    2
    14366  L  1998  081   4:32:31   8    15.61      3           17             0        10       0       197       5       2       1.12     0.0    0    8    2
    14366  L  1998  081   4:32:49  14    31.25      1            5            11        10       1       187       1       2       2.07     3.5   22   28    2
    14366  L  1998  081   4:32:55  16    39.38      1            8             0         9       0       139       2       2       1.16     0.0    0    9    2
    14366  L  1998  081   4:34:37   9    17.53      3           20             0         9       0       265       6       2       2.66     0.0    0   36    2
    14366  L  1998  081   4:34:37   9    17.53      3           20             0        10       0       186       6       2       1.10     0.0    0    7    2
    14367  L  1998  081   4:35:37  10    19.68      3           17             0         9       0       176       5       2       1.08     0.0    0    6    2
    14367  L  1998  081   4:35:43  12    24.80      1            8             5         9       1       205       2       2       2.06     2.9   20   28    2
    14367  L  1998  081   4:37:07  19    55.71      3           20             9        10       3       195       6       2       4.21     3.5   22   51    2
    14368  L  1998  081   4:38:19   4     9.83      3           17             0        10       0       395       5       2       3.49     0.0    0   45    2
    14368  L  1998  081   4:38:43  12    24.80      1            5             0        10       0       163       1       2       1.12     0.0    0    8    2
    14368  L  1998  081   4:40:26  13    27.84      3           17            13        10       3       198       5       2       2.13     4.8   26   29    2
    14368  L  1998  081   4:40:31  11    22.09      3           17             0        10       0       293       5       2       4.34     0.0    0   52    2
    14368  L  1998  081   4:40:44   7    13.91      1            8             0         9       0       206       2       2       1.11     0.0    0    7    2
    14368  L  1998  081   4:40:44   7    13.91      3           20             0         9       0       209       6       2       1.15     0.0    0    9    2
    14369  L  1998  081   4:41:38  10    19.68      1            8             0        10       0       311       2       2       4.41     0.0    0   53    2
    14369  L  1998  081   4:43:38   9    17.53      3           17             0        10       0       188       5       2       1.13     0.0    0    8    2
    14370  L  1998  081   4:44:26   6    12.39      3           17             0         9       0       281       5       2       2.08     0.0    0   28    2
    14371  L  1998  081   4:47:26   6    12.39      3           17             0        10       0       278       5       2       2.03     0.0    0   27    2
    14372  L  1998  081   4:50:44  12    24.80      3           17             0        10       0       164       5       2       1.14     0.0    0    8    2
    14373  L  1998  081   4:53:44  12    24.80      3           20             0        10       0       160       6       2       1.07     0.0    0    6    2
    14373  L  1998  081   4:56:03   1     6.95      1            5             0        10       0       290       1       2       1.12     0.0    0    8    2
    14374  L  1998  081   4:56:15   2     7.80      3           17             0         9       0       401       5       2       2.73     0.0    0   37    2
    14374  L  1998  081   4:56:15   2     7.80      1            5             0        10       0       278       1       2       1.17     0.0    0    9    2
    14374  L  1998  081   4:56:21   4     9.83      3           17             0        10       0       241       5       2       1.10     0.0    0    7    2
    14375  L  1998  081   4:59:16   2     7.80      1            8             0        10       0       362       2       2       2.17     0.0    0   29    2
    14375  L  1998  081   4:59:21   4     9.83      3           17             0        10       0       242       5       2       1.11     0.0    0    7    2
    14375  L  1998  081   4:59:57  16    39.38      1            8            13        10       1       174       2       2       2.18     3.1   21   29    2
    14376  L  1998  081   5:02:33   8    15.61      3           17             0        10       0       196       5       2       1.11     0.0    0    7    2
    14376  L  1998  081   5:04:39   9    17.53      1            8             0         9       0       324       2       2       4.28     0.0    0   52    2
    14377  L  1998  081   5:05:39  10    19.68      3           17             0        10       0       230       5       2       2.14     0.0    0   29    2
    14378  L  1998  081   5:08:40  10    19.68      1            8             0         9       0       177       2       2       1.09     0.0    0    7    2
    14378  L  1998  081   5:08:46  12    24.80      1           23             0         9       0       159       7       2       1.05     0.0    0    6    2
    14378  L  1998  081   5:10:46   7    13.91      3           17             0        10       0       202       5       2       1.05     0.0    0    6    2
    14381  L  1998  081   5:19:47   7    13.91      3           17             0         9       0       208       5       2       1.14     0.0    0    8    2
    14382  L  1998  081   5:20:47  12    24.80      3           17             0         9       0       206       5       2       2.08     0.0    0   28    2
    14382  L  1998  081   5:22:23  15    35.08      3           17             0         9       0       136       5       2       0.97     0.0    0    3    2
    14382  L  1998  081   5:22:35  11    22.09      3           17             5        10       3       219       5       2       2.15     3.6   22   29    2
    14382  L  1998  081   5:22:53   5    11.04      3           20             0         9       0       281       6       2       1.82     0.0    0   24    2
    14383  L  1998  081   5:23:12   0     6.19      3           17             0        10       0       300       5       2       1.05     0.0    0    5    2
    14383  L  1998  081   5:23:35   8    15.61      3           17             0        10       0       253       5       2       2.10     0.0    0   28    2
    14383  L  1998  081   5:23:59  16    39.38      3           20            16        10       3       168       6       2       1.98     3.2   21   26    2
    14383  L  1998  081   5:25:05  21    70.20      3           17            19         9       3       177       5       2       4.14     4.5   25   51    2
    14384  L  1998  081   5:26:12   0     6.19      3           17             0        10       0       436       5       2       2.45     0.0    0   33    2
    14384  L  1998  081   5:28:12  19    55.71      1            8             7        10       1       195       2       2       4.21     3.0   20   51    2
    14384  L  1998  081   5:28:41   9    17.53      1            8             0        10       0       182       2       2       1.04     0.0    0    5    2
    14384  L  1998  081   5:29:06   1     6.95      3           17             0         9       0       430       5       2       2.76     0.0    0   37    2
    14385  L  1998  081   5:31:06  21    70.20      1            8            12        10       1       180       2       2       4.33     3.3   21   52    2
    14385  L  1998  081   5:31:30  13    27.84      1            8             0         9       0       230       2       2       3.10     0.0    0   41    2
    14386  L  1998  081   5:32:24   4     9.83      1            8             0        10       0       242       2       2       1.11     0.0    0    7    2
    14386  L  1998  081   5:32:42  10    19.68      1            8             0        10       0       174       2       2       1.05     0.0    0    5    2
    14386  L  1998  081   5:34:42   9    17.53      1            5             0         9       0       194       1       2       1.23     0.0    0   11    2
    14386  L  1998  081   5:34:42   9    17.53      3           20             0        10       0       189       6       2       1.15     0.0    0    8    2
    14386  L  1998  081   5:34:42   9    17.53      1            5             0         9       0       232       1       2       1.93     0.0    0   25    2
    14387  L  1998  081   5:35:19   2     7.80      1            8             0         9       0       348       2       2       1.98     0.0    0   26    2
    14387  L  1998  081   5:37:00  23    88.47      1            8             0         9       0       163       2       2       4.19     0.0    0   51    2
    14387  L  1998  081   5:37:30  13    27.84      3           17             0         9       0       154       5       2       1.08     0.0    0    7    2
    14387  L  1998  081   5:37:42   9    17.53      3           17             0        10       0       240       5       2       2.10     0.0    0   28    2
    14388  L  1998  081   5:38:42  10    19.68      3           17             0         9       0       181       5       2       1.16     0.0    0    9    2
    14389  L  1998  081   5:41:30   6    12.39      3           20             0         9       0       216       6       2       1.10     0.0    0    7    2
    14389  L  1998  081   5:41:37   8    15.61      1            5             0        10       0       195       1       2       1.10     0.0    0    7    2
    14389  L  1998  081   5:41:48  12    24.80      1            8             0         9       0       205       2       2       2.06     0.0    0   28    2
    14389  L  1998  081   5:42:19  22    78.81      3           17             0        10       0       128       5       2       1.86     0.0    0   24    2
    14389  L  1998  081   5:42:19  22    78.81      3           17            19        10       3       108       5       2       1.08     1.0    8    6    2
    14389  L  1998  081   5:44:01   3     8.76      1            8             0         9       0       334       2       2       2.08     0.0    0   28    2
    14390  L  1998  081   5:45:25  24    99.31      1            8            57        10       1       122       2       2       2.03     3.5   22   27    2
    14390  L  1998  081   5:46:49   7    13.91      3           20             0        10       0       207       6       2       1.12     0.0    0    8    2
    14391  L  1998  081   5:47:25   4     9.83      1            5             0        10       0       239       1       2       1.08     0.0    0    6    2
    14391  L  1998  081   5:49:37  11    22.09      3           20             0        10       0       168       6       2       1.08     0.0    0    6    2
    14391  L  1998  081   5:49:55   5    11.04      1            8             0         9       0       236       2       2       1.20     0.0    0   10    2
    14391  L  1998  081   5:50:01   3     8.76      1            5             0         9       0       251       1       2       1.06     0.0    0    6    2
    14392  L  1998  081   5:50:25   4     9.83      1            5             0        10       0       237       1       2       1.06     0.0    0    6    2
    14392  L  1998  081   5:50:37   8    15.61      3           17             0        10       0       354       5       2       4.62     0.0    0   54    2
    14392  L  1998  081   5:51:01  16    39.38      1            6            51        10       1       189       2       0       2.71    15.3   38   37    0
    14392  L  1998  081   5:52:20  17    44.21      1            5             0         9       0       137       1       2       1.26     0.0    0   11    2
    14392  L  1998  081   5:52:25  15    35.08      1            8            14         9       1       178       2       2       2.05     3.5   22   28    2
    14392  L  1998  081   5:52:38  11    22.09      1            5             0         9       0       167       1       2       1.06     0.0    0    6    2
    14392  L  1998  081   5:52:38  11    22.09      1            8             0        10       0       214       2       2       2.03     0.0    0   27    2
