10-Feb-1997 12:10:00        199.721        4.058      -17.196
10-Feb-1997 12:20:00        199.730        4.068      -17.195
10-Feb-1997 12:30:00        199.739        4.078      -17.194
10-Feb-1997 12:40:00        199.749        4.088      -17.193
10-Feb-1997 12:50:00        199.758        4.098      -17.192
10-Feb-1997 13:00:00        199.767        4.108      -17.190
10-Feb-1997 13:10:00        199.776        4.117      -17.189
10-Feb-1997 13:20:00        199.785        4.127      -17.188
10-Feb-1997 13:30:00        199.795        4.137      -17.187
10-Feb-1997 13:40:00        199.804        4.147      -17.186
10-Feb-1997 13:50:00        199.813        4.157      -17.185
10-Feb-1997 14:00:00        199.822        4.167      -17.184
10-Feb-1997 14:10:00        199.831        4.177      -17.183
10-Feb-1997 14:20:00        199.841        4.187      -17.182
10-Feb-1997 14:30:00        199.850        4.197      -17.181
10-Feb-1997 14:40:00        199.859        4.207      -17.180
10-Feb-1997 14:50:00        199.868        4.217      -17.179
10-Feb-1997 15:00:00        199.877        4.227      -17.177
10-Feb-1997 15:10:00        199.887        4.237      -17.176
10-Feb-1997 15:20:00        199.896        4.247      -17.175
10-Feb-1997 15:30:00        199.905        4.257      -17.174
10-Feb-1997 15:40:00        199.914        4.266      -17.173
10-Feb-1997 15:50:00        199.923        4.276      -17.172
10-Feb-1997 16:00:00        199.932        4.286      -17.171
10-Feb-1997 16:10:00        199.941        4.296      -17.170
10-Feb-1997 16:20:00        199.951        4.306      -17.169
10-Feb-1997 16:30:00        199.960        4.316      -17.168
10-Feb-1997 16:40:00        199.969        4.326      -17.166
10-Feb-1997 16:50:00        199.978        4.336      -17.165
10-Feb-1997 17:00:00        199.987        4.345      -17.164
10-Feb-1997 17:10:00        199.996        4.355      -17.163
10-Feb-1997 17:20:00        200.005        4.365      -17.162
10-Feb-1997 17:30:00        200.015        4.375      -17.161
10-Feb-1997 17:40:00        200.024        4.385      -17.160
10-Feb-1997 17:50:00        200.033        4.395      -17.159
10-Feb-1997 18:00:00        200.042        4.405      -17.158
10-Feb-1997 18:10:00        200.051        4.414      -17.156
10-Feb-1997 18:20:00        200.060        4.424      -17.155
10-Feb-1997 18:30:00        200.069        4.434      -17.154
10-Feb-1997 18:40:00        200.078        4.444      -17.153
10-Feb-1997 18:50:00        200.087        4.454      -17.152
10-Feb-1997 19:00:00        200.096        4.464      -17.151
10-Feb-1997 19:10:00        200.105        4.473      -17.150
10-Feb-1997 19:20:00        200.115        4.483      -17.149
10-Feb-1997 19:30:00        200.124        4.493      -17.147
10-Feb-1997 19:40:00        200.133        4.503      -17.146
10-Feb-1997 19:50:00        200.142        4.513      -17.145
10-Feb-1997 20:00:00        200.151        4.523      -17.144
10-Feb-1997 20:10:00        200.160        4.532      -17.143
10-Feb-1997 20:20:00        200.169        4.542      -17.142
10-Feb-1997 20:30:00        200.178        4.552      -17.141
10-Feb-1997 20:40:00        200.187        4.562      -17.139
10-Feb-1997 20:50:00        200.196        4.571      -17.138
10-Feb-1997 21:00:00        200.205        4.581      -17.137
10-Feb-1997 21:10:00        200.214        4.591      -17.136
10-Feb-1997 21:20:00        200.223        4.601      -17.135
10-Feb-1997 21:30:00        200.232        4.611      -17.134
10-Feb-1997 21:40:00        200.241        4.620      -17.133
10-Feb-1997 21:50:00        200.250        4.630      -17.131
10-Feb-1997 22:00:00        200.259        4.640      -17.130
10-Feb-1997 22:10:00        200.268        4.650      -17.129
10-Feb-1997 22:20:00        200.277        4.659      -17.128
10-Feb-1997 22:30:00        200.286        4.669      -17.127
10-Feb-1997 22:40:00        200.295        4.679      -17.126
10-Feb-1997 22:50:00        200.304        4.689      -17.124
10-Feb-1997 23:00:00        200.313        4.698      -17.123
10-Feb-1997 23:10:00        200.322        4.708      -17.122
10-Feb-1997 23:20:00        200.331        4.718      -17.121
10-Feb-1997 23:30:00        200.340        4.727      -17.120
10-Feb-1997 23:40:00        200.349        4.737      -17.119
10-Feb-1997 23:50:00        200.358        4.747      -17.118
11-Feb-1997 00:00:00        200.367        4.757      -17.116
11-Feb-1997 00:10:00        200.376        4.766      -17.115
11-Feb-1997 00:20:00        200.385        4.776      -17.114
11-Feb-1997 00:30:00        200.394        4.786      -17.113
11-Feb-1997 00:40:00        200.403        4.795      -17.112
11-Feb-1997 00:50:00        200.412        4.805      -17.110
11-Feb-1997 01:00:00        200.421        4.815      -17.109
11-Feb-1997 01:10:00        200.430        4.824      -17.108
11-Feb-1997 01:20:00        200.439        4.834      -17.107
11-Feb-1997 01:30:00        200.447        4.844      -17.106
11-Feb-1997 01:40:00        200.456        4.854      -17.105
11-Feb-1997 01:50:00        200.465        4.863      -17.103
11-Feb-1997 02:00:00        200.474        4.873      -17.102
11-Feb-1997 02:10:00        200.483        4.882      -17.101
11-Feb-1997 02:20:00        200.492        4.892      -17.100
11-Feb-1997 02:30:00        200.501        4.902      -17.099
11-Feb-1997 02:40:00        200.510        4.911      -17.097
11-Feb-1997 02:50:00        200.519        4.921      -17.096
11-Feb-1997 03:00:00        200.528        4.931      -17.095
11-Feb-1997 03:10:00        200.537        4.940      -17.094
11-Feb-1997 03:20:00        200.545        4.950      -17.093
11-Feb-1997 03:30:00        200.554        4.960      -17.091
11-Feb-1997 03:40:00        200.563        4.969      -17.090
11-Feb-1997 03:50:00        200.572        4.979      -17.089
11-Feb-1997 04:00:00        200.581        4.988      -17.088
11-Feb-1997 04:10:00        200.590        4.998      -17.087
11-Feb-1997 04:20:00        200.599        5.008      -17.085
11-Feb-1997 04:30:00        200.608        5.017      -17.084
11-Feb-1997 04:40:00        200.616        5.027      -17.083
11-Feb-1997 04:50:00        200.625        5.036      -17.082
11-Feb-1997 05:00:00        200.634        5.046      -17.081
11-Feb-1997 05:10:00        200.643        5.056      -17.079
11-Feb-1997 05:20:00        200.652        5.065      -17.078
11-Feb-1997 05:30:00        200.661        5.075      -17.077
11-Feb-1997 05:40:00        200.669        5.084      -17.076
11-Feb-1997 05:50:00        200.678        5.094      -17.074
11-Feb-1997 06:00:00        200.687        5.104      -17.073
11-Feb-1997 06:10:00        200.696        5.113      -17.072
11-Feb-1997 06:20:00        200.705        5.123      -17.071
11-Feb-1997 06:30:00        200.714        5.132      -17.070
11-Feb-1997 06:40:00        200.722        5.142      -17.068
11-Feb-1997 06:50:00        200.731        5.151      -17.067
11-Feb-1997 07:00:00        200.740        5.161      -17.066
11-Feb-1997 07:10:00        200.749        5.170      -17.065
11-Feb-1997 07:20:00        200.758        5.180      -17.063
11-Feb-1997 07:30:00        200.766        5.189      -17.062
11-Feb-1997 07:40:00        200.775        5.199      -17.061
11-Feb-1997 07:50:00        200.784        5.209      -17.060
11-Feb-1997 08:00:00        200.793        5.218      -17.058
11-Feb-1997 08:10:00        200.802        5.228      -17.057
11-Feb-1997 08:20:00        200.810        5.237      -17.056
11-Feb-1997 08:30:00        200.819        5.247      -17.055
11-Feb-1997 08:40:00        200.828        5.256      -17.053
11-Feb-1997 08:50:00        200.837        5.266      -17.052
11-Feb-1997 09:00:00        200.845        5.275      -17.051
11-Feb-1997 09:10:00        200.854        5.285      -17.050
11-Feb-1997 09:20:00        200.863        5.294      -17.048
11-Feb-1997 09:30:00        200.872        5.304      -17.047
11-Feb-1997 09:40:00        200.880        5.313      -17.046
11-Feb-1997 09:50:00        200.889        5.322      -17.045
11-Feb-1997 10:00:00        200.898        5.332      -17.043
11-Feb-1997 10:10:00        200.907        5.341      -17.042
11-Feb-1997 10:20:00        200.915        5.351      -17.041
11-Feb-1997 10:30:00        200.924        5.360      -17.040
11-Feb-1997 10:40:00        200.933        5.370      -17.038
11-Feb-1997 10:50:00        200.942        5.379      -17.037
11-Feb-1997 11:00:00        200.950        5.389      -17.036
11-Feb-1997 11:10:00        200.959        5.398      -17.035
11-Feb-1997 11:20:00        200.968        5.408      -17.033
11-Feb-1997 11:30:00        200.976        5.417      -17.032
11-Feb-1997 11:40:00        200.985        5.426      -17.031
11-Feb-1997 11:50:00        200.994        5.436      -17.029
11-Feb-1997 12:00:00        201.002        5.445      -17.028
11-Feb-1997 12:10:00        201.011        5.455      -17.027
11-Feb-1997 12:20:00        201.020        5.464      -17.026
11-Feb-1997 12:30:00        201.029        5.474      -17.024
11-Feb-1997 12:40:00        201.037        5.483      -17.023
11-Feb-1997 12:50:00        201.046        5.492      -17.022
11-Feb-1997 13:00:00        201.055        5.502      -17.020
11-Feb-1997 13:10:00        201.063        5.511      -17.019
11-Feb-1997 13:20:00        201.072        5.521      -17.018
11-Feb-1997 13:30:00        201.081        5.530      -17.017
11-Feb-1997 13:40:00        201.089        5.539      -17.015
11-Feb-1997 13:50:00        201.098        5.549      -17.014
11-Feb-1997 14:00:00        201.107        5.558      -17.013
11-Feb-1997 14:10:00        201.115        5.567      -17.011
11-Feb-1997 14:20:00        201.124        5.577      -17.010
11-Feb-1997 14:30:00        201.132        5.586      -17.009
11-Feb-1997 14:40:00        201.141        5.596      -17.008
11-Feb-1997 14:50:00        201.150        5.605      -17.006
11-Feb-1997 15:00:00        201.158        5.614      -17.005
11-Feb-1997 15:10:00        201.167        5.624      -17.004
11-Feb-1997 15:20:00        201.176        5.633      -17.002
11-Feb-1997 15:30:00        201.184        5.642      -17.001
11-Feb-1997 15:40:00        201.193        5.652      -17.000
11-Feb-1997 15:50:00        201.202        5.661      -16.998
11-Feb-1997 16:00:00        201.210        5.670      -16.997
11-Feb-1997 16:10:00        201.219        5.680      -16.996
11-Feb-1997 16:20:00        201.227        5.689      -16.994
11-Feb-1997 16:30:00        201.236        5.698      -16.993
11-Feb-1997 16:40:00        201.245        5.708      -16.992
11-Feb-1997 16:50:00        201.253        5.717      -16.990
11-Feb-1997 17:00:00        201.262        5.726      -16.989
11-Feb-1997 17:10:00        201.270        5.735      -16.988
11-Feb-1997 17:20:00        201.279        5.745      -16.986
11-Feb-1997 17:30:00        201.287        5.754      -16.985
11-Feb-1997 17:40:00        201.296        5.763      -16.984
11-Feb-1997 17:50:00        201.305        5.773      -16.983
11-Feb-1997 18:00:00        201.313        5.782      -16.981
11-Feb-1997 18:10:00        201.322        5.791      -16.980
11-Feb-1997 18:20:00        201.330        5.800      -16.979
11-Feb-1997 18:30:00        201.339        5.810      -16.977
11-Feb-1997 18:40:00        201.347        5.819      -16.976
11-Feb-1997 18:50:00        201.356        5.828      -16.974
11-Feb-1997 19:00:00        201.365        5.837      -16.973
11-Feb-1997 19:10:00        201.373        5.847      -16.972
11-Feb-1997 19:20:00        201.382        5.856      -16.970
11-Feb-1997 19:30:00        201.390        5.865      -16.969
11-Feb-1997 19:40:00        201.399        5.874      -16.968
11-Feb-1997 19:50:00        201.407        5.884      -16.966
11-Feb-1997 20:00:00        201.416        5.893      -16.965
11-Feb-1997 20:10:00        201.424        5.902      -16.964
11-Feb-1997 20:20:00        201.433        5.911      -16.962
11-Feb-1997 20:30:00        201.441        5.921      -16.961
11-Feb-1997 20:40:00        201.450        5.930      -16.960
11-Feb-1997 20:50:00        201.458        5.939      -16.958
11-Feb-1997 21:00:00        201.467        5.948      -16.957
11-Feb-1997 21:10:00        201.475        5.957      -16.956
11-Feb-1997 21:20:00        201.484        5.967      -16.954
11-Feb-1997 21:30:00        201.492        5.976      -16.953
11-Feb-1997 21:40:00        201.501        5.985      -16.952
11-Feb-1997 21:50:00        201.509        5.994      -16.950
11-Feb-1997 22:00:00        201.518        6.003      -16.949
11-Feb-1997 22:10:00        201.526        6.013      -16.947
11-Feb-1997 22:20:00        201.535        6.022      -16.946
11-Feb-1997 22:30:00        201.543        6.031      -16.945
11-Feb-1997 22:40:00        201.552        6.040      -16.943
11-Feb-1997 22:50:00        201.560        6.049      -16.942
11-Feb-1997 23:00:00        201.569        6.058      -16.941
11-Feb-1997 23:10:00        201.577        6.068      -16.939
11-Feb-1997 23:20:00        201.586        6.077      -16.938
11-Feb-1997 23:30:00        201.594        6.086      -16.936
11-Feb-1997 23:40:00        201.603        6.095      -16.935
11-Feb-1997 23:50:00        201.611        6.104      -16.934
