 STICS SELECTED RATES
         Input Level 1 Filename: SMSDISK3:[WIND.L1DATA]WI_L1_SMS_19941222_V01.DAT;2
         FIFO mode is ON     TGS mode is ON       Telemetry mode is Science mode     
 YEAR DOY HR:MIN:SEC          H        He2        He1        BR0        BR1        BR2      FSR12      FSR34      FSR56         O1         O6         07 
 1994 356  0:29:57          0.00       0.00       0.03       0.04       0.00       0.00      20.61      24.10      14.67       0.00       0.00       0.00
 1994 356  1:01:56          0.00       0.00       0.02       0.04       0.00       0.00      20.12      24.32      15.00       0.00       0.00       0.00
 1994 356  1:33:55          0.00       0.00       0.01       0.02       0.00       0.00      20.31      23.78      14.71       0.00       0.00       0.00
 1994 356  2:05:55          0.00       0.00       0.01       0.01       0.00       0.00      20.64      23.82      14.86       0.00       0.00       0.00
 1994 356  2:37:54          0.00       0.00       0.02       0.02       0.00       0.00      20.37      23.63      14.76       0.00       0.00       0.00
 1994 356  3:09:53          0.00       0.00       0.01       0.01       0.00       0.00      20.10      23.71      14.73       0.00       0.00       0.00
 1994 356  3:41:52          0.00       0.00       0.01       0.02       0.00       0.00      20.34      23.94      14.70       0.00       0.00       0.00
 1994 356  4:13:51          0.00       0.00       0.02       0.03       0.00       0.00      20.42      23.70      15.06       0.00       0.00       0.00
 1994 356  4:45:51          0.00       0.00       0.01       0.01       0.00       0.00      20.03      23.47      14.83       0.00       0.00       0.00
 1994 356  5:17:50          0.00       0.00       0.00       0.01       0.00       0.00      20.45      23.73      14.76       0.00       0.00       0.00
 1994 356  5:49:49          0.00       0.00       0.01       0.02       0.00       0.00      20.75      23.82      15.08       0.00       0.00       0.00
 1994 356  6:21:48          0.00       0.00       0.01       0.02       0.00       0.00      20.48      23.75      15.19       0.00       0.00       0.00
 1994 356  6:53:47          0.00       0.00       0.01       0.01       0.00       0.00      20.69      23.89      14.92       0.00       0.00       0.00
 1994 356  7:25:46          0.00       0.00       0.01       0.02       0.00       0.00      20.38      23.80      14.84       0.00       0.00       0.00
 1994 356  7:57:46          0.00       0.00       0.01       0.02       0.00       0.00      20.69      23.99      14.78       0.00       0.00       0.00
 1994 356  8:29:45          0.00       0.00       0.01       0.02       0.00       0.00      20.60      23.73      14.70       0.00       0.00       0.00
 1994 356  9:01:44          0.00       0.00       0.01       0.03       0.00       0.00      20.77      23.83      14.75       0.00       0.00       0.00
 1994 356  9:33:43          0.09       0.00       0.01       0.11       0.00       0.00      22.03      24.04      15.10       0.00       0.00       0.00
 1994 356 10:05:42          0.03       0.00       0.01       0.07       0.00       0.00      20.68      24.17      15.28       0.00       0.00       0.00
 1994 356 10:37:41          0.22       0.02       0.01       0.28       0.00       0.00      20.94      25.70      16.93       0.00       0.00       0.00
 1994 356 11:09:41          0.12       0.01       0.01       0.16       0.00       0.00      20.58      24.79      16.15       0.00       0.00       0.00
 1994 356 11:41:40          0.00       0.00       0.01       0.02       0.00       0.00      20.42      23.94      14.67       0.00       0.00       0.00
 1994 356 12:13:39          0.00       0.00       0.02       0.02       0.00       0.00      20.69      24.18      14.73       0.00       0.00       0.00
 1994 356 12:45:38          0.00       0.00       0.02       0.03       0.00       0.00      20.97      23.19      14.65       0.00       0.00       0.00
 1994 356 13:17:37          0.14       0.01       0.01       0.18       0.00       0.00      21.12      24.64      17.19       0.00       0.00       0.00
 1994 356 13:49:36          0.01       0.00       0.01       0.03       0.00       0.00      20.67      23.45      15.30       0.00       0.00       0.00
 1994 356 14:21:36          0.00       0.00       0.01       0.02       0.00       0.00      20.32      23.67      14.72       0.00       0.00       0.00
 1994 356 14:53:35          0.00       0.00       0.01       0.02       0.00       0.00      20.32      23.66      14.72       0.00       0.00       0.00
 1994 356 15:25:34          0.00       0.00       0.01       0.01       0.00       0.00      20.35      23.36      14.87       0.00       0.00       0.00
 1994 356 15:57:33          0.00       0.00       0.01       0.00       0.00       0.02      20.30      23.41      15.39       0.00       0.00       0.00
 1994 356 16:29:32          0.04       0.00       0.01       0.00       0.00       0.06      20.70      24.00      14.72       0.00       0.00       0.00
 1994 356 17:01:31          0.00       0.00       0.01       0.00       0.00       0.01      20.63      23.36      14.82       0.00       0.00       0.00
 1994 356 17:33:31          0.00       0.00       0.00       0.00       0.00       0.00      20.41      23.64      15.18       0.00       0.00       0.00
 1994 356 18:05:30          0.00       0.00       0.00       0.00       0.00       0.01      20.88      23.66      14.75       0.00       0.00       0.00
 1994 356 18:37:29          0.27       0.03       0.01       0.00       0.00       0.32      21.77      26.23      16.99       0.00       0.00       0.00
 1994 356 19:09:28          0.02       0.00       0.01       0.00       0.00       0.03      20.22      23.45      14.80       0.00       0.00       0.00
 1994 356 19:41:27          0.00       0.00       0.01       0.00       0.00       0.02      20.19      23.16      14.78       0.00       0.00       0.00
 1994 356 20:13:26          0.00       0.00       0.01       0.00       0.00       0.01      20.64      23.63      14.94       0.00       0.00       0.00
 1994 356 20:45:26          0.00       0.00       0.00       0.00       0.00       0.00      20.42      23.18      14.97       0.00       0.00       0.00
 1994 356 21:17:25          0.09       0.01       0.00       0.00       0.00       0.10      21.32      23.69      15.16       0.00       0.00       0.00
 1994 356 21:49:24          0.03       0.00       0.01       0.00       0.00       0.03      20.55      23.25      15.21       0.00       0.00       0.00
 1994 356 22:21:23          0.00       0.00       0.00       0.00       0.00       0.00      20.44      23.66      14.58       0.00       0.00       0.00
 1994 356 22:53:22          0.00       0.00       0.00       0.00       0.00       0.00      20.60      23.36      14.88       0.00       0.00       0.00
 1994 356 23:22:10          0.00       0.00       0.00       0.00       0.00       0.01      20.54      22.60      14.85       0.00       0.00       0.00
 1994 356 23:50:57          0.00       0.00       0.00       0.00       0.00       0.00      20.70      22.84      14.48       0.00       0.00       0.00
 1994 357  0:32:32          0.00       0.00       0.00       0.00       0.00       0.00      20.39      23.10      14.81       0.00       0.00       0.00
 1994 357  1:04:31          0.00       0.00       0.00       0.00       0.00       0.01      20.76      23.59      15.14       0.00       0.00       0.00
 1994 357  1:36:30          0.00       0.00       0.00       0.00       0.00       0.00      20.74      23.23      14.70       0.00       0.00       0.00
 1994 357  2:08:29          0.00       0.00       0.00       0.00       0.00       0.00      20.72      23.27      15.03       0.00       0.00       0.00
 1994 357  2:40:29          0.00       0.00       0.00       0.00       0.00       0.00      20.55      23.17      14.84       0.00       0.00       0.00
 1994 357  3:12:28          0.00       0.00       0.01       0.00       0.00       0.01      20.61      23.32      15.13       0.00       0.00       0.00
 1994 357  3:44:27          0.02       0.00       0.01       0.00       0.00       0.02      20.67      23.79      15.02       0.00       0.00       0.00
 1994 357  4:16:26          0.00       0.00       0.00       0.00       0.00       0.00      20.52      23.34      14.90       0.00       0.00       0.00
 1994 357  4:48:25          0.00       0.00       0.00       0.00       0.00       0.00      20.71      23.46      14.61       0.00       0.00       0.00
 1994 357  5:20:24          0.00       0.00       0.00       0.00       0.00       0.00      20.65      22.99      14.65       0.00       0.00       0.00
 1994 357  5:52:23          0.00       0.00       0.01       0.00       0.00       0.01      20.64      23.58      14.92       0.00       0.00       0.00
 1994 357  6:24:23          0.00       0.00       0.00       0.00       0.00       0.00      20.58      23.16      15.11       0.00       0.00       0.00
 1994 357  6:56:22          0.00       0.00       0.00       0.00       0.00       0.00      20.29      23.36      15.13       0.00       0.00       0.00
 1994 357  7:28:21          0.00       0.00       0.00       0.00       0.00       0.01      20.29      23.25      14.81       0.00       0.00       0.00
 1994 357  8:00:20          0.00       0.00       0.01       0.00       0.00       0.01      19.53      23.40      13.86       0.00       0.00       0.00
 1994 357  8:32:19          0.00       0.00       0.00       0.00       0.00       0.01      20.67      23.09      14.73       0.00       0.00       0.00
 1994 357  9:04:19          0.00       0.00       0.00       0.00       0.00       0.00      20.45      23.16      14.80       0.00       0.00       0.00
 1994 357  9:36:18          0.00       0.00       0.00       0.00       0.00       0.00      20.50      23.74      14.92       0.00       0.00       0.00
 1994 357 10:08:17          0.11       0.00       0.00       0.00       0.00       0.12      21.00      24.66      16.28       0.00       0.00       0.00
 1994 357 10:40:16          0.14       0.01       0.00       0.00       0.00       0.15      21.17      24.21      16.33       0.00       0.00       0.00
 1994 357 11:12:15          0.00       0.00       0.00       0.00       0.00       0.00      20.03      23.81      15.06       0.00       0.00       0.00
 1994 357 11:44:14          0.00       0.00       0.00       0.00       0.00       0.01      20.64      23.60      14.85       0.00       0.00       0.00
 1994 357 12:16:13          0.00       0.00       0.00       0.00       0.00       0.01      20.51      23.09      14.95       0.00       0.00       0.00
 1994 357 12:48:13          0.00       0.00       0.00       0.00       0.00       0.00      20.61      23.52      14.77       0.00       0.00       0.00
 1994 357 13:20:12          0.01       0.00       0.01       0.00       0.00       0.01      20.52      23.55      15.06       0.00       0.00       0.00
 1994 357 13:52:11          0.01       0.00       0.01       0.00       0.00       0.02      20.51      23.74      14.92       0.00       0.00       0.00
 1994 357 14:24:10          0.01       0.00       0.01       0.00       0.00       0.02      20.65      23.84      15.04       0.00       0.00       0.00
 1994 357 14:56:09          0.37       0.01       0.00       0.00       0.01       0.40      23.36      25.87      17.30       0.00       0.00       0.00
 1994 357 15:28:08          0.00       0.00       0.00       0.00       0.00       0.00      20.31      23.44      15.12       0.00       0.00       0.00
 1994 357 16:00:08          0.01       0.00       0.01       0.00       0.00       0.02      20.67      23.85      15.19       0.00       0.00       0.00
 1994 357 16:32:07          0.02       0.00       0.01       0.00       0.00       0.04      20.66      23.97      14.90       0.00       0.00       0.00
 1994 357 17:04:06          0.00       0.00       0.01       0.00       0.00       0.01      20.54      23.42      14.91       0.00       0.00       0.00
 1994 357 17:36:05          0.02       0.00       0.00       0.00       0.00       0.03      20.40      23.44      14.93       0.00       0.00       0.00
 1994 357 18:08:04          0.01       0.00       0.01       0.00       0.00       0.03      20.65      24.26      15.01       0.00       0.00       0.00
 1994 357 18:40:03          0.02       0.00       0.02       0.00       0.00       0.04      20.71      24.48      15.15       0.00       0.00       0.00
 1994 357 19:12:03          0.05       0.00       0.00       0.00       0.00       0.06      20.79      24.03      15.88       0.00       0.00       0.00
 1994 357 19:44:02          0.02       0.00       0.01       0.00       0.00       0.04      20.78      23.75      15.08       0.00       0.00       0.00
 1994 357 20:16:01          0.01       0.00       0.01       0.00       0.00       0.02      20.57      23.71      14.74       0.00       0.00       0.00
 1994 357 20:48:00          0.00       0.00       0.00       0.00       0.00       0.00      20.49      23.26      15.09       0.00       0.00       0.00
 1994 357 21:19:59          1.65       0.05       0.00       0.00       0.00       1.76      31.44      33.79      31.38       0.00       0.00       0.00
 1994 357 21:51:58         11.06       0.37       0.02       0.02       0.01      11.84      91.57      87.19      99.50       0.00       0.01       0.00
 1994 357 22:23:58         15.84       0.63       0.05       0.05       0.01      17.02     123.03     101.81      97.03       0.00       0.01       0.01
 1994 357 22:55:57          1.42       0.02       0.01       0.00       0.00       1.51      36.38      31.36      19.22       0.00       0.00       0.00
 1994 357 23:27:56          0.02       0.00       0.00       0.00       0.00       0.02      20.23      23.11      14.97       0.00       0.00       0.00
 1994 357 23:50:19          0.00       0.00       0.01       0.00       0.00       0.03      20.91      24.23      15.23       0.00       0.00       0.00
 1994 358  0:31:54          0.00       0.00       0.02       0.00       0.00       0.03      20.28      24.90      14.84       0.00       0.00       0.00
 1994 358  1:03:53          0.01       0.01       0.02       0.00       0.00       0.05      20.71      24.85      15.09       0.00       0.00       0.00
 1994 358  1:35:53          0.00       0.00       0.02       0.00       0.00       0.03      20.72      25.42      14.76       0.00       0.00       0.00
 1994 358  2:07:52          0.01       0.00       0.03       0.00       0.00       0.05      20.68      26.10      15.03       0.00       0.00       0.00
 1994 358  2:39:51          0.00       0.01       0.02       0.00       0.01       0.04      20.53      25.21      15.26       0.00       0.00       0.00
 1994 358  3:11:50          0.01       0.00       0.03       0.00       0.00       0.06      20.52      25.84      15.06       0.00       0.00       0.00
 1994 358  3:43:49          0.00       0.02       0.03       0.00       0.01       0.10      20.82      27.21      15.40       0.00       0.00       0.00
 1994 358  4:15:48          0.00       0.04       0.02       0.00       0.01       0.14      20.61      27.89      15.02       0.00       0.00       0.00
 1994 358  4:47:48          0.00       0.06       0.03       0.00       0.01       0.21      20.71      28.74      15.24       0.00       0.00       0.00
 1994 358  5:19:47          1.20       0.36       0.05       0.02       0.01       1.76      25.34      42.39      37.01       0.00       0.00       0.00
 1994 358  5:51:46          1.67       0.40       0.11       0.01       0.03       2.50      24.48      59.62      40.89       0.00       0.00       0.00
 1994 358  6:23:45          5.12       0.91       0.11       0.05       0.03       6.63      55.49      69.06      55.07       0.00       0.01       0.00
 1994 358  6:55:44         18.58       3.60       0.20       0.24       0.04      23.57     121.20     130.63     208.81       0.00       0.07       0.00
 1994 358  7:27:43          0.48       0.38       0.15       0.02       0.02       1.38      29.17      43.48      15.58       0.00       0.00       0.00
 1994 358  7:59:43         17.88       3.13       0.33       0.17       0.03      22.74     148.27     141.33     159.07       0.00       0.04       0.01
 1994 358  8:31:42         14.05       2.45       0.25       0.16       0.04      17.89      93.09     121.24     169.58       0.00       0.04       0.01
 1994 358  9:03:41         30.17       5.14       0.38       0.32       0.04      37.63     252.47     190.68     225.85       0.00       0.11       0.02
 1994 358  9:35:40         29.25       3.94       0.33       0.28       0.06      35.26     117.77     197.29     399.23       0.00       0.09       0.00
 1994 358 10:07:39         69.96      12.01       0.57       0.56       0.13      86.09     673.85     444.25     498.46       0.02       0.21       0.03
 1994 358 10:39:38         80.30      17.15       0.73       0.82       0.18     103.00     891.45     678.71     564.27       0.01       0.32       0.02
 1994 358 11:11:37         40.23       9.00       0.48       0.38       0.13      52.76     498.74     799.39     224.57       0.01       0.11       0.01
 1994 358 11:43:37        100.47       9.79       0.81       0.58       3.55     114.76     694.14     918.36     629.96       0.93       0.13       0.02
 1994 358 12:15:36        217.02      11.65       1.84       0.71       8.15     235.96    1305.69    1576.53    1217.59       1.71       0.18       0.01
 1994 358 12:47:35        297.80      19.19       3.06       1.13      16.18     327.77    1856.50    1843.33    1787.22       6.30       0.28       0.02
 1994 358 13:19:34        475.04      26.43       5.24       1.70      24.15     520.82    3070.32    2796.61    2937.52       7.67       0.33       0.03
 1994 358 13:51:33        842.96      35.59      11.76       2.52      29.65     925.65    6808.11    6179.21    6604.31       4.38       0.29       0.03
 1994 358 14:23:33        473.41       9.06       5.89       0.42      10.91     512.88    5827.20    5716.37    6160.96       0.17       0.01       0.00
 1994 358 14:55:32         56.60       0.51       0.13       0.03       0.06      61.15     852.77     936.17    1157.00       0.00       0.00       0.00
 1994 358 15:27:31         12.60       0.11       0.03       0.01       0.04      13.41     799.60     795.41     830.91       0.00       0.00       0.00
 1994 358 15:59:30         58.44       0.59       0.42       0.03       0.62      62.60     838.89     886.36    1172.51       0.00       0.00       0.00
 1994 358 16:31:29        470.19       7.62       7.26       0.32      10.16     511.94    6441.22    6423.32    7037.05       0.35       0.01       0.00
 1994 358 17:03:27        651.37      15.58      14.54       1.31      18.85     714.31    9401.39    9123.95    9255.15       1.83       0.03       0.00
 1994 358 17:35:26        631.38      22.43      11.20       1.59      15.15     688.01    6472.64    6276.00    6496.96       1.68       0.12       0.03
 1994 358 18:07:25        544.76      34.62       6.19       2.16      10.97     604.88    5242.24    5251.04    5373.33       2.04       0.50       0.05
 1994 358 18:39:24        512.10      36.76       4.23       2.17      10.77     571.14    3911.44    4203.28    3903.58       2.55       0.57       0.08
 1994 358 19:11:23        409.00      28.27       2.57       1.73       8.68     452.51    2679.37    3046.55    2652.91       2.19       0.52       0.04
 1994 358 19:43:22        291.98      23.11       2.01       1.50       6.26     325.34    1872.77    2173.17    1833.44       1.38       0.53       0.04
 1994 358 20:15:21        185.69      16.51       1.29       1.12       5.16     208.75    1276.08    1345.12    1237.16       1.11       0.37       0.04
 1994 358 20:47:20        138.24      12.13       0.76       0.73       2.81     155.43    1014.13     935.45     998.97       0.29       0.25       0.02
 1994 358 21:19:19         62.83       5.84       0.32       0.32       0.90      71.39     550.62     509.36     552.50       0.09       0.13       0.01
 1994 358 21:51:18         53.51       6.05       0.24       0.27       0.45      62.16     534.24     505.67     509.50       0.03       0.10       0.01
 1994 358 22:23:17         24.26       3.33       0.07       0.10       0.12      28.86     267.57     257.52     264.00       0.01       0.03       0.00
 1994 358 22:55:16         26.31       3.06       0.11       0.12       0.19      30.84     276.40     263.95     272.16       0.03       0.06       0.00
 1994 358 23:27:16         45.95       4.45       0.28       0.20       0.70      52.72     403.85     373.74     381.65       0.15       0.06       0.01
 1994 358 23:52:51         20.87       3.13       0.16       0.13       0.18      25.30     157.82     267.38     176.76       0.03       0.03       0.01
 1994 359  0:31:14          7.79       2.93       0.11       0.11       0.05      11.62      94.64     191.20      51.69       0.00       0.03       0.01
 1994 359  1:03:13          9.60       3.63       0.16       0.17       0.06      14.42      97.48     234.11      80.16       0.01       0.04       0.00
 1994 359  1:35:12         10.19       3.65       0.21       0.13       0.04      15.11      92.11     247.18      85.27       0.00       0.03       0.01
 1994 359  2:07:11         14.38       5.10       0.23       0.25       0.06      21.03     135.62     286.28     133.96       0.01       0.08       0.00
 1994 359  2:39:10          9.93       3.95       0.22       0.14       0.04      15.18      90.46     244.38      94.14       0.00       0.03       0.00
 1994 359  3:11:09         12.90       4.36       0.20       0.20       0.04      18.63     122.64     254.09     117.65       0.00       0.05       0.01
 1994 359  3:43:09         19.36       4.91       0.22       0.29       0.07      26.07     169.79     244.97     159.13       0.01       0.10       0.01
 1994 359  4:15:08         13.40       4.27       0.25       0.17       0.05      19.18     130.35     245.08     111.45       0.01       0.06       0.01
 1994 359  4:47:07         12.94       4.12       0.28       0.18       0.03      18.57     137.44     219.58     109.84       0.00       0.06       0.01
 1994 359  5:19:06          2.07       0.24       0.09       0.01       0.02       2.63      43.92      40.10      27.23       0.00       0.00       0.00
 1994 359  5:51:05         14.31       2.32       0.16       0.17       0.03      17.57     126.34     116.44     107.80       0.00       0.05       0.00
 1994 359  6:23:04          8.53       1.49       0.16       0.09       0.02      10.68      65.31     141.26      80.99       0.00       0.02       0.00
 1994 359  6:55:03          4.13       0.56       0.13       0.02       0.01       5.12      28.99      90.00      83.88       0.00       0.01       0.00
 1994 359  7:27:03          2.24       0.23       0.07       0.01       0.02       2.77      21.47      59.64      67.46       0.00       0.00       0.00
 1994 359  7:59:02          4.79       0.84       0.13       0.06       0.02       6.07      63.71      57.17      48.15       0.00       0.02       0.00
 1994 359  8:31:01          9.11       1.58       0.13       0.11       0.02      11.35      81.03      83.95      87.25       0.01       0.04       0.00
 1994 359  9:03:00          5.19       0.98       0.11       0.05       0.01       6.64      62.67      61.24      58.76       0.00       0.02       0.00
 1994 359  9:34:59          2.34       0.20       0.05       0.02       0.02       2.74      31.00      64.94      27.67       0.00       0.01       0.00
 1994 359 10:06:58          1.91       0.27       0.06       0.02       0.01       2.39      31.16      51.56      26.75       0.00       0.01       0.00
 1994 359 10:38:57          1.55       0.33       0.07       0.03       0.01       2.12      35.07      41.31      22.62       0.00       0.00       0.00
 1994 359 11:10:57          3.28       0.65       0.06       0.06       0.01       4.21      45.20      47.77      41.09       0.00       0.02       0.00
 1994 359 11:42:56          3.43       0.60       0.09       0.04       0.01       4.34      44.57      47.42      53.01       0.00       0.01       0.01
 1994 359 12:14:55          1.66       0.24       0.07       0.01       0.01       2.12      28.70      45.53      30.10       0.00       0.00       0.00
 1994 359 12:46:54          2.80       0.49       0.06       0.03       0.01       3.61      37.92      46.69      46.76       0.00       0.01       0.00
 1994 359 13:18:53          1.92       0.30       0.06       0.02       0.01       2.43      33.62      47.88      29.15       0.00       0.00       0.00
 1994 359 13:50:52          1.15       0.11       0.05       0.01       0.01       1.47      30.84      33.39      23.35       0.00       0.00       0.00
 1994 359 14:22:51          1.47       0.28       0.05       0.01       0.01       1.94      31.70      34.85      26.69       0.00       0.00       0.00
 1994 359 14:54:50          0.01       0.01       0.04       0.00       0.00       0.11      20.50      25.16      15.07       0.00       0.00       0.00
 1994 359 15:26:50          0.03       0.00       0.03       0.00       0.01       0.12      20.93      25.35      14.81       0.00       0.00       0.00
 1994 359 15:58:49          1.60       0.19       0.05       0.01       0.02       1.98      25.30      58.20      22.79       0.00       0.00       0.00
 1994 359 16:30:48          1.54       0.31       0.06       0.01       0.01       2.08      32.36      48.88      25.09       0.00       0.00       0.00
 1994 359 17:02:47          2.46       0.34       0.08       0.03       0.01       3.08      38.28      54.73      28.09       0.00       0.01       0.00
 1994 359 17:34:46          1.59       0.24       0.06       0.01       0.01       2.05      34.53      47.84      22.79       0.00       0.00       0.00
 1994 359 18:06:45          0.00       0.00       0.05       0.00       0.01       0.15      20.56      26.19      14.89       0.00       0.00       0.00
 1994 359 18:38:44          0.43       0.04       0.04       0.01       0.00       0.60      21.74      33.97      15.61       0.00       0.00       0.00
 1994 359 19:10:44          0.89       0.11       0.04       0.01       0.01       1.16      25.16      37.38      21.23       0.00       0.00       0.00
 1994 359 19:42:43          0.70       0.06       0.05       0.00       0.01       0.92      26.11      35.64      18.64       0.00       0.00       0.00
 1994 359 20:14:42          0.38       0.07       0.04       0.00       0.00       0.58      21.79      29.29      20.70       0.00       0.00       0.00
 1994 359 20:46:41          0.01       0.01       0.05       0.00       0.00       0.13      20.27      25.26      15.21       0.00       0.00       0.00
 1994 359 21:18:40          0.50       0.05       0.07       0.01       0.01       0.69      21.90      31.58      21.26       0.00       0.00       0.00
 1994 359 21:50:39          0.76       0.17       0.05       0.01       0.01       1.10      24.98      31.71      21.31       0.00       0.00       0.00
 1994 359 22:22:38          0.26       0.02       0.03       0.00       0.02       0.43      20.72      30.81      15.97       0.00       0.00       0.00
 1994 359 22:54:38          0.17       0.01       0.03       0.01       0.00       0.29      20.47      27.63      16.93       0.00       0.00       0.00
 1994 359 23:23:25          1.22       0.29       0.04       0.03       0.01       1.70      28.11      35.79      24.80       0.00       0.01       0.00
 1994 359 23:52:12          0.85       0.15       0.04       0.01       0.01       1.15      24.98      35.30      20.89       0.00       0.00       0.00
 1994 360  0:30:35          0.09       0.01       0.03       0.00       0.01       0.18      20.54      26.36      17.04       0.00       0.00       0.00
 1994 360  1:02:34          0.03       0.01       0.03       0.00       0.01       0.14      20.53      25.77      15.76       0.00       0.00       0.00
 1994 360  1:34:33          0.86       0.21       0.07       0.03       0.01       1.25      29.37      30.90      24.13       0.00       0.01       0.00
 1994 360  2:06:32          0.48       0.07       0.03       0.01       0.01       0.65      22.53      28.30      21.17       0.00       0.01       0.00
 1994 360  2:38:32          0.04       0.01       0.02       0.01       0.00       0.11      21.18      25.63      15.37       0.00       0.00       0.00
 1994 360  3:10:31          0.07       0.03       0.03       0.01       0.01       0.17      21.54      25.61      15.26       0.00       0.00       0.00
 1994 360  3:42:30          1.12       0.24       0.05       0.01       0.01       1.54      29.34      33.26      22.85       0.00       0.01       0.00
 1994 360  4:14:29          0.11       0.03       0.02       0.00       0.01       0.23      21.15      26.34      16.15       0.00       0.00       0.00
 1994 360  4:46:28          0.29       0.10       0.04       0.01       0.01       0.52      25.19      25.85      15.12       0.00       0.00       0.00
 1994 360  5:18:27          0.01       0.01       0.02       0.00       0.00       0.10      20.72      24.92      15.15       0.00       0.00       0.00
 1994 360  5:50:27          0.02       0.00       0.03       0.00       0.01       0.10      20.75      24.87      14.94       0.00       0.00       0.00
 1994 360  6:22:26          0.11       0.02       0.03       0.00       0.01       0.22      22.37      26.16      15.75       0.00       0.00       0.00
 1994 360  6:54:25          0.20       0.03       0.03       0.01       0.01       0.33      22.11      26.80      18.17       0.00       0.00       0.00
 1994 360  7:26:24          0.72       0.12       0.04       0.00       0.01       0.98      28.18      29.33      20.70       0.00       0.00       0.00
 1994 360  7:58:23          0.96       0.23       0.03       0.02       0.01       1.32      32.24      30.83      20.57       0.00       0.01       0.00
 1994 360  8:30:22          1.83       0.38       0.05       0.03       0.00       2.39      35.70      34.89      30.31       0.00       0.02       0.00
 1994 360  9:02:21          0.85       0.15       0.04       0.01       0.01       1.11      25.36      31.14      24.20       0.00       0.01       0.00
 1994 360  9:34:21          0.88       0.14       0.03       0.01       0.01       1.16      25.53      30.40      22.12       0.00       0.00       0.00
 1994 360 10:06:20          0.00       0.00       0.03       0.00       0.00       0.09      20.77      25.39      15.40       0.00       0.00       0.00
 1994 360 10:38:19          0.01       0.01       0.02       0.00       0.01       0.09      20.60      25.49      15.22       0.00       0.00       0.00
 1994 360 11:10:18          0.00       0.01       0.03       0.00       0.00       0.11      20.47      25.46      15.30       0.00       0.00       0.00
 1994 360 11:42:17          1.72       0.33       0.05       0.03       0.00       2.22      30.26      35.71      31.54       0.00       0.01       0.00
 1994 360 12:14:16          1.01       0.19       0.04       0.02       0.01       1.37      29.87      31.70      23.42       0.00       0.01       0.00
 1994 360 12:46:15          0.12       0.03       0.03       0.00       0.01       0.22      22.55      25.68      15.57       0.00       0.00       0.00
 1994 360 13:18:15          0.14       0.04       0.03       0.00       0.00       0.25      21.90      26.37      16.25       0.00       0.00       0.00
 1994 360 13:50:14          0.17       0.05       0.03       0.00       0.00       0.29      21.91      26.27      17.03       0.00       0.00       0.00
 1994 360 14:22:13          0.13       0.02       0.03       0.01       0.01       0.22      21.26      25.75      16.67       0.00       0.00       0.00
 1994 360 14:54:12          0.07       0.04       0.02       0.01       0.01       0.16      21.39      25.87      16.17       0.00       0.00       0.00
 1994 360 15:26:11          0.65       0.17       0.04       0.01       0.00       0.93      24.92      29.29      20.57       0.00       0.01       0.00
 1994 360 15:58:10          0.66       0.19       0.03       0.02       0.01       0.94      24.62      29.03      22.35       0.00       0.01       0.00
 1994 360 16:30:09          0.02       0.01       0.04       0.00       0.00       0.09      20.76      24.99      15.18       0.00       0.00       0.00
