 1  STICS TIME, PHA and DPU M & M/Q TABLE LISTING
 2       Input Level 1 Filename: SMSDISK3:[WIND.L1DATA]WI_L1_SMS_19941224_V01.DAT;2
 3              Output Filename: STICS_PHA_19941224_
 4
 5  Clock selected: Wall            DATA FILTERING CHOICES:   Voltage step selection =   0 to 31      TELESCOPE FILTERING CHOICES:   Start anode =  -1
 6  Trigger mode is Tn                                        Event type selection   =   M/Q & M                                     Stop MCP    =  -1
 7  FIFO mode is OFF                                          Range selection        =     2 1 0                                     SSD ID      =  -1
 8  TGS  mode is ON                                           Range checking is OFF                                                  Telescope checking is OFF
 9  Telemetry mode is Science mode     
 10
 11    SR BR  Year  Day    Time    VS     E/Q    StopID   StartID/Range  Energy(Ed)  Sector  SSD-ID    ToF(Td)  START   RANGE      M/Q     MASS   NM   NQ  NRG
     3326  H  1994  358   6:33:50  18    49.62      3           20             9         7       3       124       6       2       1.05     0.9    7    6    2
     3326  H  1994  358   6:33:53  20    62.54      3           15           113         2       3       154       5       0       2.51    16.8   39   34    0
     3326  H  1994  358   6:33:53  20    62.54      3           29            33         1       3       143       9       2       2.04     3.5   22   27    2
     3326  H  1994  358   6:33:53  20    62.54      2           14            19         3       2       116       4       2       1.08     1.2   10    6    2
     3326  H  1994  358   6:33:53  20    62.54      3           17            15         7       3       115       5       2       1.05     1.0    8    5    2
     3326  H  1994  358   6:33:53  20    62.54      3           20            20         9       3       116       6       2       1.08     1.3   11    6    2
     3326  H  1994  358   6:33:53  20    62.54      3           20            14        11       3       115       6       2       1.05     1.0    8    5    2
     3326  H  1994  358   6:33:53  20    62.54      2           11            28        13       2       141       3       2       1.95     2.9   20   26    2
     3326  H  1994  358   6:33:53  20    62.54      2           14            21         0       2       116       4       2       1.08     1.3   11    6    2
     3326  H  1994  358   6:33:53  20    62.54      3           20            15         2       3       115       6       2       1.05     1.0    8    5    2
     3326  H  1994  358   6:33:53  20    62.54      1           23            33         4       1       144       7       2       2.08     3.6   22   28    2
     3326  H  1994  358   6:33:53  20    62.54      3           20            10         8       3       115       6       2       1.05     0.8    6    5    2
     3326  H  1994  358   6:33:53  20    62.54      3           20            19        11       3       115       6       2       1.05     1.2   10    5    2
     3326  H  1994  358   6:33:53  20    62.54      3           17            20        12       3       111       5       2       0.93     1.1    9    2    2
     3326  H  1994  358   6:33:53  20    62.54      1            5            19         3       1       112       1       2       0.96     1.1    9    3    2
     3326  H  1994  358   6:33:53  20    62.54      1            5            36         5       1       142       1       2       2.00     3.8   23   27    2
     3326  H  1994  358   6:33:53  20    62.54      1            8            34        13       1       144       2       2       2.08     3.7   23   28    2
     3326  H  1994  358   6:33:53  20    62.54      2           14            16        15       2       115       4       2       1.05     1.1    9    5    2
     3326  H  1994  358   6:33:53  20    62.54      2           14            16         1       2       116       4       2       1.08     1.1    9    6    2
     3326  H  1994  358   6:33:53  20    62.54      3           17            10         2       3       118       5       2       1.14     0.9    6    8    2
     3326  H  1994  358   6:33:53  20    62.54      2           14             9         4       2       114       4       2       1.02     0.8    5    5    2
     3326  H  1994  358   6:33:53  20    62.54      2           26            10         1       2       142       8       2       2.00     1.4   12   27    2
     3326  H  1994  358   6:33:53  20    62.54      2           14            10         3       2       115       4       2       1.05     0.8    6    5    2
     3326  H  1994  358   6:33:53  20    62.54      3           17             9         7       3       116       5       2       1.08     0.8    5    6    2
     3326  H  1994  358   6:33:53  20    62.54      2           11            17        15       2       118       3       2       1.14     1.2   10    8    2
     3326  H  1994  358   6:33:53  20    62.54      2           14            15         1       2       115       4       2       1.05     1.0    8    5    2
     3326  H  1994  358   6:33:53  20    62.54      3           29            15         2       3       117       9       2       1.11     1.1    9    7    2
     3326  H  1994  358   6:33:53  20    62.54      2           11            28         6       2       145       3       2       2.12     3.2   21   29    2
     3326  H  1994  358   6:33:53  20    62.54      2           14            17        14       2       116       4       2       1.08     1.1   10    6    2
     3326  H  1994  358   6:33:53  20    62.54      1            5             9         1       1       113       1       2       0.99     0.7    5    4    2
     3326  H  1994  358   6:33:53  20    62.54      1           23            17         5       1       116       7       2       1.08     1.1   10    6    2
     3326  H  1994  358   6:33:53  20    62.54      1            8            15         7       1       116       2       2       1.08     1.0    9    6    2
     3326  H  1994  358   6:33:53  20    62.54      3           20            20         4       3       115       6       2       1.05     1.2   11    5    2
     3326  H  1994  358   6:33:53  20    62.54      2           14            17         6       2       116       4       2       1.08     1.1   10    6    2
     3326  H  1994  358   6:33:53  20    62.54      1            8            32        14       1       141       2       2       1.95     3.3   21   26    2
     3326  H  1994  358   6:33:53  20    62.54      1            5            13         7       1       114       1       2       1.02     0.9    7    5    2
     3326  H  1994  358   6:33:53  20    62.54      2           11            14        15       2       114       3       2       1.02     1.0    8    5    2
     3326  H  1994  358   6:33:53  20    62.54      2           14            12         5       2       115       4       2       1.05     0.9    7    5    2
     3326  H  1994  358   6:33:53  20    62.54      2           14            17         6       2       113       4       2       0.99     1.1    9    4    2
     3326  H  1994  358   6:33:53  20    62.54      1            8            10         4       1       185       2       2       4.13     3.1   21   50    2
     3326  H  1994  358   6:33:53  20    62.54      3           17            21         6       3       118       5       2       1.14     1.4   12    8    2
     3326  H  1994  358   6:33:53  20    62.54      2           11            13         5       2       115       3       2       1.05     0.9    7    5    2
     3326  H  1994  358   6:33:53  20    62.54      3           20            13         6       3       113       6       2       0.99     0.9    7    4    2
     3326  H  1994  358   6:33:53  20    62.54      2           11            16         5       2       116       3       2       1.08     1.1    9    6    2
     3326  H  1994  358   6:33:53  20    62.54      1            5            33         5       1       140       1       2       1.91     3.3   21   25    2
     3326  H  1994  358   6:33:53  20    62.54      3           17            17         6       3       115       5       2       1.05     1.1    9    5    2
     3326  H  1994  358   6:33:53  20    62.54      1            5            12         6       1       116       1       2       1.08     0.9    7    6    2
     3326  H  1994  358   6:33:53  20    62.54      3           29            13         6       3       118       9       2       1.14     1.0    8    8    2
     3326  H  1994  358   6:33:53  20    62.54      2           14            20         6       2       114       4       2       1.02     1.2   10    5    2
     3326  H  1994  358   6:33:56  22    78.81      2           14            27         3       2       109       4       2       1.11     1.3   11    7    2
     3326  H  1994  358   6:33:56  22    78.81      2           14            22         5       2       108       4       2       1.08     1.1    9    6    2
     3326  H  1994  358   6:33:56  22    78.81      3           20            17         7       3       105       6       2       0.98     0.9    7    3    2
     3326  H  1994  358   6:33:56  22    78.81      3           20            19        11       3       107       6       2       1.04     1.0    8    5    2
     3326  H  1994  358   6:33:56  22    78.81      3           20            19        15       3       106       6       2       1.01     1.0    8    4    2
     3326  H  1994  358   6:33:56  22    78.81      1            5            22         0       1       107       1       2       1.04     1.1    9    5    2
     3326  H  1994  358   6:33:56  22    78.81      1            8            43         2       1       130       2       2       1.95     3.3   21   26    2
     3326  H  1994  358   6:33:56  22    78.81      2           11            21         6       2       108       3       2       1.08     1.1    9    6    2
     3326  H  1994  358   6:33:56  22    78.81      3           20            25        10       3       106       6       2       1.01     1.2   10    4    2
     3326  H  1994  358   6:33:56  22    78.81      2           11            17        14       2       107       3       2       1.04     0.9    7    5    2
     3326  H  1994  358   6:33:56  22    78.81      1            5            24         1       1       106       1       2       1.01     1.1   10    4    2
     3326  H  1994  358   6:33:56  22    78.81      3           17            53         3       3       134       5       2       2.13     4.4   25   29    2
     3326  H  1994  358   6:33:56  22    78.81      2           14            44         5       2       134       4       2       2.13     3.7   23   29    2
     3326  H  1994  358   6:33:56  22    78.81      2           26            25         7       2       108       8       2       1.08     1.2   10    6    2
     3326  H  1994  358   6:33:56  22    78.81      2           14            17        14       2       108       4       2       1.08     0.9    8    6    2
     3326  H  1994  358   6:33:56  22    78.81      1            5            20         1       1       108       1       2       1.08     1.1    9    6    2
     3326  H  1994  358   6:33:56  22    78.81      1            5            19         2       1       107       1       2       1.04     1.0    8    5    2
     3326  H  1994  358   6:33:56  22    78.81      3           17            51         4       3       133       5       2       2.08     4.2   24   28    2
     3326  H  1994  358   6:33:56  22    78.81      2           14            17         3       2       108       4       2       1.08     0.9    8    6    2
     3326  H  1994  358   6:33:56  22    78.81      3           17            25         5       3       108       5       2       1.08     1.2   10    6    2
     3326  H  1994  358   6:33:56  22    78.81      2           14            18         1       2       108       4       2       1.08     1.0    8    6    2
     3326  H  1994  358   6:33:56  22    78.81      2           11            23         2       2       107       3       2       1.04     1.1    9    5    2
     3326  H  1994  358   6:33:56  22    78.81      1            8            24         2       1       105       2       2       0.98     1.1    9    3    2
     3326  H  1994  358   6:33:56  22    78.81      1           23            16         5       1       107       7       2       1.04     0.9    7    5    2
     3326  H  1994  358   6:33:56  22    78.81      1            5            40         2       1       131       1       2       1.99     3.2   21   27    2
     3326  H  1994  358   6:33:56  22    78.81      1            5            16         2       1       106       1       2       1.01     0.9    7    4    2
     3326  H  1994  358   6:33:59  24    99.31      2           14            28         1       2       100       4       2       1.04     1.1    9    5    2
     3326  H  1994  358   6:33:59  24    99.31      3           20            30         2       3       100       6       2       1.04     1.1   10    5    2
     3326  H  1994  358   6:33:59  24    99.31      1            5            30         5       1        99       1       2       1.01     1.1    9    4    2
     3326  H  1994  358   6:33:59  24    99.31      2           11            29         6       2       116       3       2       1.73     1.7   14   22    2
     3326  H  1994  358   6:33:59  24    99.31      2           11            32        14       2       100       3       2       1.04     1.2   10    5    2
     3326  H  1994  358   6:33:59  24    99.31      3           17            24         1       3       100       5       2       1.04     1.0    8    5    2
     3326  H  1994  358   6:33:59  24    99.31      1            8            29         2       1       101       2       2       1.08     1.1   10    7    2
     3326  H  1994  358   6:33:59  24    99.31      3           17            31         2       3       100       5       2       1.04     1.2   10    5    2
     3326  H  1994  358   6:33:59  24    99.31      2           11            60         2       2       122       3       2       2.03     3.6   22   27    2
     3326  H  1994  358   6:34:02  26   125.16      3           17            37         0       3        95       5       2       1.09     1.2   10    7    2
     3326  H  1994  358   6:34:02  26   125.16      2           11            83         4       2       113       3       2       2.00     3.8   23   27    2
     3326  H  1994  358   6:34:02  26   125.16      2           14            37         6       2        94       4       2       1.05     1.1    9    6    2
     3326  H  1994  358   6:34:02  26   125.16      2           14            78        14       2       113       4       2       2.00     3.6   22   27    2
     3326  H  1994  358   6:34:18  27   140.50      2           11            42         2       2        89       3       2       0.96     1.1    9    3    2
     3326  H  1994  358   6:34:18  27   140.50      2           11            69         5       2       113       3       2       2.25     3.2   21   31    2
     3326  H  1994  358   6:34:18  27   140.50      2           14            41         7       2        90       4       2       1.00     1.1    9    4    2
     3326  H  1994  358   6:34:22  25   111.49      3           20            37         0       3        94       6       2       0.94     1.1    9    2    2
     3326  H  1994  358   6:34:22  25   111.49      3           20            30         7       3        97       6       2       1.05     1.1    9    6    2
     3326  H  1994  358   6:34:22  25   111.49      3           20            68        13       3       116       6       2       1.94     3.5   22   26    2
     3326  H  1994  358   6:34:22  25   111.49      1            5            36         2       1        97       1       2       1.05     1.2   10    6    2
     3326  H  1994  358   6:34:22  25   111.49      2           14            34         4       2        99       4       2       1.13     1.2   10    8    2
     3326  H  1994  358   6:34:22  25   111.49      2           14            32         5       2        98       4       2       1.09     1.1   10    7    2
     3326  H  1994  358   6:34:22  25   111.49      2           14            30         4       2        97       4       2       1.05     1.1    9    6    2
     3326  H  1994  358   6:34:22  25   111.49      2           14            34         4       2        98       4       2       1.09     1.2   10    7    2
     3326  H  1994  358   6:34:25  23    88.47      1            5            28         0       1       102       1       2       1.00     1.1   10    4    2
     3326  H  1994  358   6:34:25  23    88.47      1            5            29         6       1       102       1       2       1.00     1.2   10    4    2
     3326  H  1994  358   6:34:25  23    88.47      3           17            23         8       3       102       5       2       1.00     1.0    8    4    2
     3326  H  1994  358   6:34:25  23    88.47      3           17            23        10       3       105       5       2       1.10     1.1    9    7    2
     3326  H  1994  358   6:34:25  23    88.47      2           11            23         1       2       103       3       2       1.03     1.0    8    5    2
     3326  H  1994  358   6:34:25  23    88.47      3           17            47         3       3       130       5       2       2.19     3.6   22   30    2
     3326  H  1994  358   6:34:25  23    88.47      1            5            27         5       1       102       1       2       1.00     1.1    9    4    2
     3326  H  1994  358   6:34:25  23    88.47      3           20            52         7       3       126       6       2       1.99     3.5   22   27    2
     3326  H  1994  358   6:34:25  23    88.47      3           17            27         9       3       104       5       2       1.07     1.2   10    6    2
     3326  H  1994  358   6:34:25  23    88.47      3           20            25        15       3       103       6       2       1.03     1.1    9    5    2
     3326  H  1994  358   6:34:25  23    88.47      1            5             9         0       1       100       1       2       0.93     0.6    2    2    2
     3326  H  1994  358   6:34:25  23    88.47      3           29            19         2       3       103       9       2       1.03     0.9    7    5    2
     3326  H  1994  358   6:34:25  23    88.47      3           20            22         4       3       104       6       2       1.07     1.0    8    6    2
     3326  H  1994  358   6:34:25  23    88.47      2           14            41         6       2       129       4       2       2.14     3.1   21   29    2
     3326  H  1994  358   6:34:25  23    88.47      3           17            21        10       3       105       5       2       1.10     1.0    8    7    2
     3326  H  1994  358   6:34:25  23    88.47      3           20            25         1       3       101       6       2       0.96     1.0    9    3    2
     3326  H  1994  358   6:34:25  23    88.47      3           17            16         3       3       104       5       2       1.07     0.8    6    6    2
     3326  H  1994  358   6:34:25  23    88.47      3           20             9         5       3       103       6       2       1.03     0.6    3    5    2
     3326  H  1994  358   6:34:25  23    88.47      3           17            26         7       3       105       5       2       1.10     1.2   10    7    2
     3326  H  1994  358   6:34:25  23    88.47      3           17            55         1       3       127       5       2       2.04     3.8   23   27    2
     3326  H  1994  358   6:34:25  23    88.47      3           20            20         2       3       102       6       2       1.00     0.9    7    4    2
     3326  H  1994  358   6:34:25  23    88.47      1           23            22         6       1       100       7       2       0.93     0.9    7    2    2
     3326  H  1994  358   6:34:25  23    88.47      3           20            28         1       3       101       6       2       0.96     1.1    9    3    2
     3326  H  1994  358   6:34:25  23    88.47      3           20            26         3       3       102       6       2       1.00     1.1    9    4    2
     3326  H  1994  358   6:34:25  23    88.47      1            5            22         5       1       103       1       2       1.03     1.0    8    5    2
     3326  H  1994  358   6:34:25  23    88.47      1            8            23         6       1       103       2       2       1.03     1.0    8    5    2
     3326  H  1994  358   6:34:25  23    88.47      3           20            17         2       3       103       6       2       1.03     0.8    6    5    2
     3326  H  1994  358   6:34:25  23    88.47      3           17            23         4       3       103       5       2       1.03     1.0    8    5    2
     3326  H  1994  358   6:34:25  23    88.47      3           17            23         3       3       103       5       2       1.03     1.0    8    5    2
     3326  H  1994  358   6:34:25  23    88.47      2           14            53         5       2       127       4       2       2.04     3.7   23   27    2
     3326  H  1994  358   6:34:25  23    88.47      2           14            54         2       2       129       4       2       2.14     4.0   23   29    2
     3326  H  1994  358   6:34:25  23    88.47      2           14            26         4       2       104       4       2       1.07     1.1   10    6    2
     3326  H  1994  358   6:34:25  23    88.47      2           14            26         3       2       104       4       2       1.07     1.1   10    6    2
     3326  H  1994  358   6:34:25  23    88.47      3           20            57         5       3       127       6       2       2.04     4.0   23   27    2
     3326  H  1994  358   6:34:25  23    88.47      3           20            26         4       3       103       6       2       1.03     1.1    9    5    2
     3326  H  1994  358   6:34:28  21    70.20      1           23            19         0       1       110       7       2       1.02     1.1    9    5    2
     3326  H  1994  358   6:34:28  21    70.20      2           14            17         2       2       112       4       2       1.08     1.0    9    7    2
     3326  H  1994  358   6:34:28  21    70.20      1            8            19         4       1       110       2       2       1.02     1.1    9    5    2
     3326  H  1994  358   6:34:28  21    70.20      2           11            11         6       2       113       3       2       1.11     0.8    6    7    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            20        10       3       110       6       2       1.02     1.1    9    5    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            13        12       3       111       6       2       1.05     0.9    6    6    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            18         3       3       110       6       2       1.02     1.0    8    5    2
     3326  H  1994  358   6:34:28  21    70.20      2           11            14         5       2       112       3       2       1.08     0.9    7    7    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            45         7       3       137       6       2       2.02     4.1   24   27    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            20        11       3       109       6       2       0.99     1.1    9    4    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            15        13       3       110       6       2       1.02     0.9    7    5    2
     3326  H  1994  358   6:34:28  21    70.20      3           17            20        15       3       111       5       2       1.05     1.1    9    6    2
     3326  H  1994  358   6:34:28  21    70.20      1            8            16         2       1       110       2       2       1.02     1.0    8    5    2
     3326  H  1994  358   6:34:28  21    70.20      2           11            16         4       2       110       3       2       1.02     1.0    8    5    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            21         6       3       110       6       2       1.02     1.1   10    5    2
     3326  H  1994  358   6:34:28  21    70.20      3           17            13         9       3       111       5       2       1.05     0.9    6    6    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            12        10       3       109       6       2       0.99     0.8    6    4    2
     3326  H  1994  358   6:34:28  21    70.20      3           17            16        13       3       112       5       2       1.08     1.0    8    7    2
     3326  H  1994  358   6:34:28  21    70.20      2           14            19         3       2       112       4       2       1.08     1.1    9    7    2
     3326  H  1994  358   6:34:28  21    70.20      1            8            19         5       1       112       2       2       1.08     1.1    9    7    2
     3326  H  1994  358   6:34:28  21    70.20      3           17            42         7       3       135       5       2       1.94     3.7   22   26    2
     3326  H  1994  358   6:34:28  21    70.20      3           29            18         9       3       109       9       2       0.99     1.0    8    4    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            20        11       3       112       6       2       1.08     1.2   10    7    2
     3326  H  1994  358   6:34:28  21    70.20      2           14            36        15       2       139       4       2       2.11     3.5   22   28    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            46         0       3       132       6       2       1.81     3.7   23   23    2
     3326  H  1994  358   6:34:28  21    70.20      3           17            37         2       3       137       5       2       2.02     3.4   22   27    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            36         5       3       138       6       2       2.07     3.4   22   28    2
     3326  H  1994  358   6:34:28  21    70.20      3           17            23         6       3       111       5       2       1.05     1.2   11    6    2
     3326  H  1994  358   6:34:28  21    70.20      3           17            17         9       3       113       5       2       1.11     1.1    9    7    2
     3326  H  1994  358   6:34:28  21    70.20      3           17            17        10       3       112       5       2       1.08     1.0    9    7    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            43        13       3       136       6       2       1.98     3.8   23   26    2
     3326  H  1994  358   6:34:28  21    70.20      1            8            14        14       1       136       2       2       1.98     1.5   13   26    2
     3326  H  1994  358   6:34:28  21    70.20      1            8            32         3       1       136       2       2       1.98     2.9   20   26    2
     3326  H  1994  358   6:34:28  21    70.20      3           17            35         5       3       137       5       2       2.02     3.2   21   27    2
     3326  H  1994  358   6:34:28  21    70.20      2           14            16         7       2       110       4       2       1.02     1.0    8    5    2
     3326  H  1994  358   6:34:28  21    70.20      3           17            18         9       3       111       5       2       1.05     1.1    9    6    2
     3326  H  1994  358   6:34:28  21    70.20      1            8            16        11       1       111       2       2       1.05     1.0    8    6    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            19        15       3       111       6       2       1.05     1.1    9    6    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            19         1       3       110       6       2       1.02     1.1    9    5    2
     3326  H  1994  358   6:34:28  21    70.20      3           29            33         2       3       137       9       2       2.02     3.1   21   27    2
     3326  H  1994  358   6:34:28  21    70.20      2           11            18         6       2       112       3       2       1.08     1.1    9    7    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            18        10       3       110       6       2       1.02     1.0    8    5    2
     3326  H  1994  358   6:34:28  21    70.20      3           17            18        14       3       110       5       2       1.02     1.0    8    5    2
     3326  H  1994  358   6:34:28  21    70.20      2           11            19         1       2       112       3       2       1.08     1.1    9    7    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            15        10       3       110       6       2       1.02     0.9    7    5    2
     3326  H  1994  358   6:34:28  21    70.20      1            8            18         6       1       111       2       2       1.05     1.1    9    6    2
     3326  H  1994  358   6:34:28  21    70.20      1            8            36         2       1       139       2       2       2.11     3.5   22   28    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            39         2       3       136       6       2       1.98     3.5   22   26    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            15         6       3       109       6       2       0.99     0.9    7    4    2
     3326  H  1994  358   6:34:28  21    70.20      2           26            14         2       2       113       8       2       1.11     0.9    7    7    2
     3326  H  1994  358   6:34:28  21    70.20      1            5            17         6       1       109       1       2       0.99     1.0    8    4    2
     3326  H  1994  358   6:34:28  21    70.20      3           20            17         2       3       111       6       2       1.05     1.0    8    6    2
     3326  H  1994  358   6:34:31  19    55.71      2            9            69         4       2       170       3       0       2.93    14.1   37   39    0
     3326  H  1994  358   6:34:31  19    55.71      3           17            31         1       3       148       5       2       2.00     3.8   23   27    2
     3326  H  1994  358   6:34:31  19    55.71      2           14             8         3       2       124       4       2       1.18     0.9    7    9    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            18         9       3       119       6       2       1.04     1.3   11    5    2
     3326  H  1994  358   6:34:31  19    55.71      3           17            14        11       3       121       5       2       1.09     1.1    9    7    2
     3326  H  1994  358   6:34:31  19    55.71      2           14            14        15       2       118       4       2       1.01     1.0    9    4    2
     3326  H  1994  358   6:34:31  19    55.71      1            8            12         0       1       118       2       2       1.01     1.0    8    4    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            15         2       3       120       6       2       1.07     1.1   10    6    2
     3326  H  1994  358   6:34:31  19    55.71      1            5            10         4       1       119       1       2       1.04     0.9    7    5    2
     3326  H  1994  358   6:34:31  19    55.71      2           11            10         6       2       119       3       2       1.04     0.9    7    5    2
     3326  H  1994  358   6:34:31  19    55.71      3           17            12         8       3       119       5       2       1.04     1.0    8    5    2
     3326  H  1994  358   6:34:31  19    55.71      3           17            14        10       3       120       5       2       1.07     1.1    9    6    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            16         1       3       117       6       2       0.98     1.1    9    3    2
     3326  H  1994  358   6:34:31  19    55.71      1            8            13         5       1       119       2       2       1.04     1.0    8    5    2
     3326  H  1994  358   6:34:31  19    55.71      2           14            12         7       2       118       4       2       1.01     1.0    8    4    2
     3326  H  1994  358   6:34:31  19    55.71      3           29            10         9       3       121       9       2       1.09     0.9    7    7    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            12        11       3       121       6       2       1.09     1.0    8    7    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            16        13       3       119       6       2       1.04     1.2   10    5    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            10        15       3       119       6       2       1.04     0.9    7    5    2
     3326  H  1994  358   6:34:31  19    55.71      3           17            16         0       3       117       5       2       0.98     1.1    9    3    2
     3326  H  1994  358   6:34:31  19    55.71      2           11            10         4       2       118       3       2       1.01     0.9    6    4    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            16         6       3       117       6       2       0.98     1.1    9    3    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            17         9       3       119       6       2       1.04     1.2   10    5    2
     3326  H  1994  358   6:34:31  19    55.71      3           17            12        12       3       121       5       2       1.09     1.0    8    7    2
     3326  H  1994  358   6:34:31  19    55.71      1            5            30        14       1       147       1       2       1.96     3.6   22   26    2
     3326  H  1994  358   6:34:31  19    55.71      2           11            16         3       2       148       3       2       2.00     2.2   17   27    2
     3326  H  1994  358   6:34:31  19    55.71      3           20             9         5       3       118       6       2       1.01     0.8    6    4    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            11         7       3       118       6       2       1.01     0.9    7    4    2
     3326  H  1994  358   6:34:31  19    55.71      1            5            12        10       1       119       1       2       1.04     1.0    8    5    2
     3326  H  1994  358   6:34:31  19    55.71      2           14            34        15       2       147       4       2       1.96     4.0   23   26    2
     3326  H  1994  358   6:34:31  19    55.71      3           17            47         1       3       165       5       2       2.70     8.3   32   37    2
     3326  H  1994  358   6:34:31  19    55.71      2           14            18         2       2       119       4       2       1.04     1.3   11    5    2
     3326  H  1994  358   6:34:31  19    55.71      2           11            14         4       2       120       3       2       1.07     1.1    9    6    2
     3326  H  1994  358   6:34:31  19    55.71      3           20             9         6       3       119       6       2       1.04     0.8    6    5    2
     3326  H  1994  358   6:34:31  19    55.71      1            8            11        10       1       121       2       2       1.09     1.0    8    7    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            14        12       3       120       6       2       1.07     1.1    9    6    2
     3326  H  1994  358   6:34:31  19    55.71      2           14            11        14       2       120       4       2       1.07     0.9    8    6    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            11         3       3       117       6       2       0.98     0.9    7    3    2
     3326  H  1994  358   6:34:31  19    55.71      2           11             8         5       2       120       3       2       1.07     0.8    6    6    2
     3326  H  1994  358   6:34:31  19    55.71      3           17            13         7       3       120       5       2       1.07     1.0    9    6    2
     3326  H  1994  358   6:34:31  19    55.71      3           29            13        12       3       118       9       2       1.01     1.0    8    4    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            15        15       3       117       6       2       0.98     1.1    9    3    2
     3326  H  1994  358   6:34:31  19    55.71      1           23            12         1       1       118       7       2       1.01     1.0    8    4    2
     3326  H  1994  358   6:34:31  19    55.71      2           11            14         2       2       120       3       2       1.07     1.1    9    6    2
     3326  H  1994  358   6:34:31  19    55.71      3           17            13         4       3       121       5       2       1.09     1.1    9    7    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            16        12       3       117       6       2       0.98     1.1    9    3    2
     3326  H  1994  358   6:34:31  19    55.71      2           14            31         1       2       148       4       2       2.00     3.8   23   27    2
     3326  H  1994  358   6:34:31  19    55.71      3           17            14         3       3       120       5       2       1.07     1.1    9    6    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            18         5       3       119       6       2       1.04     1.3   11    5    2
     3326  H  1994  358   6:34:31  19    55.71      2           11            10         7       2       117       3       2       0.98     0.8    6    3    2
     3326  H  1994  358   6:34:31  19    55.71      1            8            12        15       1       120       2       2       1.07     1.0    8    6    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            11         6       3       120       6       2       1.07     0.9    8    6    2
     3326  H  1994  358   6:34:31  19    55.71      3           17            11         3       3       120       5       2       1.07     0.9    8    6    2
     3326  H  1994  358   6:34:31  19    55.71      3           20             9         7       3       120       6       2       1.07     0.8    6    6    2
     3326  H  1994  358   6:34:31  19    55.71      2           11            12         2       2       119       3       2       1.04     1.0    8    5    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            16         6       3       119       6       2       1.04     1.2   10    5    2
     3326  H  1994  358   6:34:31  19    55.71      3           17            13         3       3       120       5       2       1.07     1.0    9    6    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            16         7       3       119       6       2       1.04     1.2   10    5    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            15         7       3       120       6       2       1.07     1.1   10    6    2
     3326  H  1994  358   6:34:31  19    55.71      2           14            31         3       2       148       4       2       2.00     3.8   23   27    2
     3326  H  1994  358   6:34:31  19    55.71      2           14            14         7       2       121       4       2       1.09     1.1    9    7    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            11         3       3       115       6       2       0.93     0.9    6    2    2
     3326  H  1994  358   6:34:31  19    55.71      3           20            11         7       3       119       6       2       1.04     0.9    7    5    2
     3326  H  1994  358   6:34:31  19    55.71      2           14             9         7       2       123       4       2       1.15     0.9    7    9    2
     3326  H  1994  358   6:34:34  17    44.21      2           12            40         1       2       256       4       0       6.53    41.1   49   65    0
     3326  H  1994  358   6:34:34  17    44.21      3           18            56         1       3       181       6       0       2.73    14.3   38   37    0
     3326  H  1994  358   6:34:34  17    44.21      2           14            17         1       2       163       4       2       2.06     3.1   21   28    2
     3326  H  1994  358   6:34:34  17    44.21      3           20            10         3       3       173       6       2       2.42     2.5   18   33    2
     3326  H  1994  358   6:34:34  17    44.21      3           20             8         7       3       129       6       2       1.05     1.0    8    6    2
     3326  H  1994  358   6:34:34  17    44.21      1            8            11         9       1       130       2       2       1.08     1.2   10    6    2
