 STICS SELECTED RATES
 Run time  16:46:18    1-SEP-05
         Input Level 1 Filename: SMSDISK3:[WIND.L1DATA]WI_L1_SMS_19990701_V01.DAT;1
         FIFO mode is OFF    TGS mode is OFF      Telemetry mode is Science mode     
 Time shown is the START time for each interval
 
 YEAR DOY HR:MN:SC   SPEED     UNCER           H            He2            He1            BR0            BR1            BR2          FSR12          FSR34          FSR56             O1             O6             07     
 1999 182  3:20:23   476.0      39.9    0.0000000E+00  0.2500000E-01  0.8333334E-02  0.8333334E-02  0.0000000E+00  0.5000000E-01  0.2081667E+02  0.2544167E+02  0.1686667E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  3:26:32   480.3      39.0    0.0000000E+00  0.8333334E-02  0.8333334E-02  0.0000000E+00  0.0000000E+00  0.2500000E-01  0.2035833E+02  0.2444167E+02  0.1677500E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  3:32:40   476.6      37.3    0.4166667E-01  0.8333334E-02  0.1666667E-01  0.0000000E+00  0.0000000E+00  0.9166667E-01  0.2047500E+02  0.2517500E+02  0.1695000E+02  0.0000000E+00  0.1501867E+04  0.0000000E+00
 1999 182  3:38:49   472.7      36.9    0.0000000E+00  0.0000000E+00  0.1666667E-01  0.0000000E+00  0.0000000E+00  0.4166667E-01  0.2107500E+02  0.2520833E+02  0.1670833E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  3:44:58   477.2      24.9    0.0000000E+00  0.1666667E-01  0.8333334E-02  0.0000000E+00  0.0000000E+00  0.4166667E-01  0.2017500E+02  0.2596667E+02  0.1627500E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  3:51:07   463.8      32.9    0.8333334E-02  0.8333334E-02  0.2500000E-01  0.0000000E+00  0.0000000E+00  0.4166667E-01  0.1987500E+02  0.2530000E+02  0.1700833E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  3:57:15   465.8      33.4    0.0000000E+00  0.8333334E-02  0.1666667E-01  0.0000000E+00  0.0000000E+00  0.4166667E-01  0.2065000E+02  0.2557500E+02  0.1615000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  4:03:24   450.0      32.2    0.6316667E+01  0.5120000E+02  0.8333334E-02  0.0000000E+00  0.0000000E+00  0.5000000E-01  0.2083333E+02  0.2608333E+02  0.1685000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  4:09:33   446.1      29.9    0.0000000E+00  0.5386666E+02  0.1666667E-01  0.0000000E+00  0.8333334E-02  0.2500000E-01  0.2028333E+02  0.2513333E+02  0.1670000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  4:15:42   448.5      33.5    0.1666667E-01  0.8333334E-02  0.0000000E+00  0.8333334E-02  0.0000000E+00  0.2500000E-01  0.2120000E+02  0.2525833E+02  0.1558333E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  4:21:50   429.1      44.6    0.3333334E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.5000000E-01  0.2165000E+02  0.2508333E+02  0.1603333E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  4:24:55   471.7      27.7    0.9454166E+02  0.4203758E+04  0.2500000E-01  0.0000000E+00  0.0000000E+00  0.5274166E+02  0.2005476E+02  0.2374286E+03  0.3977024E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  4:34:08   453.1      16.2    0.3166667E+00  0.2461733E+04  0.3333334E-01  0.0000000E+00  0.8333334E-02  0.5000000E-01  0.2041667E+02  0.2484167E+02  0.1683333E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  4:40:17   458.2      34.0    0.2500000E-01  0.1092283E+04  0.1666667E-01  0.8333334E-02  0.1666667E-01  0.5833333E-01  0.2115833E+02  0.2515833E+02  0.1621667E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  4:46:25   460.3      36.6    0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.3333334E-01  0.1955000E+02  0.2443333E+02  0.1523333E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  4:52:34   442.2      17.7    0.5833333E-01  0.3585833E+03  0.2500000E-01  0.1666667E-01  0.0000000E+00  0.1000000E+00  0.2050833E+02  0.2562500E+02  0.1661667E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  4:58:43   453.1      33.3    0.4166667E-01  0.1536083E+03  0.1666667E-01  0.8333334E-02  0.0000000E+00  0.2500000E-01  0.2015000E+02  0.2535833E+02  0.1626667E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  5:04:51     0.0       0.0    0.1013333E+02  0.5462416E+03  0.0000000E+00  0.5333333E+02  0.1230000E+02  0.1666667E-01  0.1950833E+02  0.2510000E+02  0.1610833E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  5:11:00   437.5      25.9    0.0000000E+00  0.1160558E+04  0.2500000E-01  0.0000000E+00  0.0000000E+00  0.6666667E-01  0.2097500E+02  0.2447500E+02  0.1622500E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  5:17:09     0.0       0.0    0.0000000E+00  0.5520167E+03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1666667E-01  0.2020000E+02  0.2582500E+02  0.1637500E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  5:23:18   440.1      27.8    0.2117308E+04  0.1589500E+03  0.1666667E-01  0.0000000E+00  0.0000000E+00  0.5000000E-01  0.2016667E+02  0.2523333E+02  0.1723333E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  5:29:26   440.2      30.4    0.8333334E-02  0.5725000E+01  0.4166667E-01  0.0000000E+00  0.0000000E+00  0.7500000E-01  0.2088333E+02  0.2511667E+02  0.1618333E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  5:35:35   426.0      25.7    0.0000000E+00  0.4166667E-01  0.8333334E-02  0.1501867E+04  0.0000000E+00  0.3333334E-01  0.1947500E+02  0.2597500E+02  0.1594167E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  5:41:44   425.1      29.9    0.0000000E+00  0.8333334E-02  0.1666667E-01  0.0000000E+00  0.8333334E-02  0.3333334E-01  0.2012500E+02  0.2513333E+02  0.1629167E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  5:47:53   451.6      24.2    0.8333334E-02  0.1833333E+00  0.8333334E-02  0.0000000E+00  0.0000000E+00  0.5000000E-01  0.2012500E+02  0.2513333E+02  0.1651667E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  5:54:01   457.2      30.8    0.2500000E-01  0.7500000E+00  0.2500000E-01  0.0000000E+00  0.8333334E-02  0.7500000E-01  0.2053333E+02  0.2481667E+02  0.1606667E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  6:00:10   413.2      26.8    0.8333334E-02  0.0000000E+00  0.2500000E-01  0.0000000E+00  0.0000000E+00  0.3333334E-01  0.2013333E+02  0.2409167E+02  0.1607500E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  6:06:19   427.9      28.9    0.0000000E+00  0.0000000E+00  0.2500000E-01  0.0000000E+00  0.0000000E+00  0.3333334E-01  0.2058333E+02  0.2545833E+02  0.1614167E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  6:12:28   444.4      28.4    0.1638408E+04  0.6250000E+00  0.8333334E-02  0.1583333E+00  0.0000000E+00  0.1166667E+00  0.2016667E+02  0.2579167E+02  0.1606667E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  6:18:36   445.7      28.3    0.2500000E-01  0.0000000E+00  0.4166667E-01  0.8333334E-02  0.0000000E+00  0.7500000E-01  0.2098333E+02  0.2496667E+02  0.1650000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  6:24:45   442.1      27.6    0.1666667E-01  0.8333334E-02  0.3333334E-01  0.0000000E+00  0.0000000E+00  0.8333334E-01  0.1967500E+02  0.2538333E+02  0.1657500E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  6:30:54   449.8      38.6    0.1666667E-01  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.3333334E-01  0.2055000E+02  0.2530000E+02  0.1616667E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  6:33:58   435.6      27.6    0.2500000E-01  0.1666667E-01  0.3333334E-01  0.0000000E+00  0.0000000E+00  0.8333334E-01  0.2020833E+02  0.2475000E+02  0.1664167E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  6:43:11   450.0      26.0    0.2500000E-01  0.6828333E+02  0.3333334E-01  0.0000000E+00  0.0000000E+00  0.8333334E-01  0.1993333E+02  0.2536667E+02  0.1600833E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  6:49:20   445.1      32.6    0.8333334E-02  0.0000000E+00  0.8333334E-02  0.0000000E+00  0.0000000E+00  0.2500000E-01  0.2046667E+02  0.2503333E+02  0.1659167E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  6:55:29   430.5      23.8    0.8333334E-02  0.6416667E+00  0.1666667E-01  0.8333334E-02  0.0000000E+00  0.5000000E-01  0.2009167E+02  0.2359167E+02  0.1692500E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  7:01:37   431.4      24.9    0.8333334E-02  0.1066667E+01  0.2500000E-01  0.0000000E+00  0.0000000E+00  0.5833333E-01  0.2097500E+02  0.2562500E+02  0.1639167E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  7:07:46   451.8      19.1    0.1608333E+01  0.0000000E+00  0.8333334E-02  0.7509333E+03  0.1706667E+02  0.1666667E-01  0.8200833E+02  0.5768333E+02  0.1642500E+02  0.2333333E+00  0.0000000E+00  0.0000000E+00
 1999 182  7:13:55   417.0      28.3    0.8333334E-02  0.1066667E+03  0.2500000E-01  0.0000000E+00  0.0000000E+00  0.4166667E-01  0.2081667E+02  0.2465000E+02  0.1625833E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  7:20:04   413.7      26.2    0.1706667E+02  0.0000000E+00  0.1666667E-01  0.0000000E+00  0.0000000E+00  0.2500000E-01  0.2028333E+02  0.2451667E+02  0.1654167E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  7:26:12   407.6      29.5    0.2500000E-01  0.0000000E+00  0.8333334E-02  0.0000000E+00  0.0000000E+00  0.4166667E-01  0.2017500E+02  0.2492500E+02  0.1629167E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  7:32:21   412.0      28.7    0.8333334E-02  0.3822933E+04  0.0000000E+00  0.0000000E+00  0.8333334E-02  0.8333334E-02  0.2048333E+02  0.2481667E+02  0.1582500E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  7:38:30   422.1      34.7    0.1666667E-01  0.0000000E+00  0.2500000E-01  0.0000000E+00  0.8333334E-02  0.7500000E-01  0.1989167E+02  0.2522500E+02  0.1635000E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  7:44:39   423.7      31.5    0.2605875E+04  0.1092267E+04  0.8333334E-02  0.8333334E-02  0.0000000E+00  0.1666667E-01  0.2008333E+02  0.2444167E+02  0.1623333E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  7:50:48   431.6      29.4    0.8333334E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1021667E+02  0.2075000E+02  0.2555000E+02  0.1712500E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  7:56:56   417.9      30.9    0.8333334E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2500000E-01  0.1954167E+02  0.2480000E+02  0.1619167E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  8:03:05   413.5      28.6    0.1666667E-01  0.2500000E-01  0.2500000E-01  0.8333334E-02  0.8333334E-02  0.7500000E-01  0.2054167E+02  0.2434167E+02  0.1607500E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  8:09:14   437.1      27.5    0.6995968E+02  0.4541290E+03  0.3225806E-01  0.0000000E+00  0.0000000E+00  0.7258064E-01  0.2000000E+02  0.2420968E+02  0.1657258E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  8:15:23   430.4      22.6    0.1666667E-01  0.8333334E-02  0.1666667E-01  0.5075000E+01  0.0000000E+00  0.5000000E-01  0.2068333E+02  0.2516667E+02  0.1659167E+02  0.0000000E+00  0.8333334E-02  0.0000000E+00
 1999 182  8:21:31   419.8      24.3    0.1916667E+00  0.2906667E+02  0.2500000E-01  0.0000000E+00  0.0000000E+00  0.5833333E-01  0.2085000E+02  0.2462500E+02  0.1654167E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  8:27:40     0.0       0.0    0.8620690E-02  0.1383621E+02  0.1724138E-01  0.0000000E+00  0.0000000E+00  0.1034483E+00  0.2055172E+02  0.2475862E+02  0.1609483E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
 1999 182  8:33:49     0.0       0.0    0.0000000E+00  0.2609231E+03  0.1923077E-01  0.0000000E+00  0.1811692E+04  0.1923077E-01  0.2056731E+02  0.2453846E+02  0.1641346E+02  0.0000000E+00  0.0000000E+00  0.0000000E+00
