 STICS SELECTED RATES
         Input Level 1 Filename: SMSDISK3:[WIND.L1DATA]WI_L1_SMS_19950401_V01.DAT;1
         FIFO mode is OFF    TGS mode is OFF      Telemetry mode is Science mode     
 YEAR DOY HR:MIN:SEC          H        He2        He1        BR0        BR1        BR2      FSR12      FSR34      FSR56         O1    Fe14&16     Fe9&10 
 1995 102  8:30:57          0.00       0.01       0.02       0.00       0.01       0.10      23.43      28.82      18.40       0.00       0.00       0.00
 1995 102  9:01:03          0.00       0.03       0.02       0.00       0.01       0.13      23.60      29.43      18.31       0.00       0.00       0.00
 1995 102  9:31:10          0.01       0.06       0.04       0.00       0.01       0.23      23.85      30.77      18.10       0.00       0.00       0.00
 1995 102 10:01:17          0.00       0.07       0.05       0.00       0.01       0.24      23.18      31.24      18.17       0.00       0.00       0.00
 1995 102 10:31:24          0.00       0.06       0.04       0.00       0.01       0.25      23.20      31.33      18.35       0.00       0.00       0.00
 1995 102 11:01:30          0.01       0.04       0.01       0.00       0.00       0.18      23.24      29.02      18.14       0.00       0.00       0.00
 1995 102 11:31:37          0.01       0.01       0.03       0.00       0.01       0.14      23.33      29.11      18.15       0.00       0.00       0.00
 1995 102 12:01:43          0.02       0.01       0.03       0.00       0.00       0.18      23.57      29.57      18.33       0.00       0.00       0.00
 1995 102 12:31:50          0.00       0.03       0.03       0.00       0.01       0.19      23.36      30.37      18.05       0.00       0.00       0.00
 1995 102 13:01:57          0.01       0.04       0.04       0.00       0.01       0.21      23.54      30.90      17.92       0.00       0.00       0.00
 1995 102 13:32:03          0.00       0.03       0.03       0.00       0.01       0.20      23.13      30.13      18.12       0.00       0.00       0.00
 1995 102 14:02:10          0.00       0.06       0.04       0.00       0.01       0.21      23.36      30.62      18.17       0.00       0.00       0.00
 1995 102 14:32:17          0.00       0.04       0.04       0.00       0.01       0.19      23.30      30.49      18.43       0.00       0.00       0.00
 1995 102 15:02:24          0.00       0.03       0.02       0.00       0.01       0.14      23.54      28.57      18.00       0.00       0.00       0.00
 1995 102 15:32:30          0.00       0.03       0.02       0.00       0.00       0.14      23.28      29.17      18.29       0.00       0.00       0.00
 1995 102 16:02:37          0.00       0.01       0.02       0.00       0.01       0.12      23.32      28.08      18.38       0.00       0.00       0.00
 1995 102 16:32:44          0.00       0.03       0.02       0.00       0.00       0.10      23.32      27.94      18.29       0.00       0.00       0.00
 1995 102 17:02:50          0.00       0.01       0.02       0.00       0.01       0.10      23.31      27.63      18.19       0.00       0.00       0.00
 1995 102 17:32:57          0.00       0.03       0.02       0.00       0.01       0.13      23.30      28.31      17.82       0.00       0.00       0.00
 1995 102 18:03:03          0.01       0.02       0.02       0.00       0.00       0.10      23.27      27.94      18.36       0.00       0.00       0.00
 1995 102 18:33:10          0.00       0.02       0.02       0.00       0.01       0.09      22.96      27.91      18.30       0.00       0.00       0.00
 1995 102 19:03:17          0.00       0.02       0.01       0.00       0.00       0.08      23.35      27.19      18.16       0.00       0.00       0.00
 1995 102 19:33:24          0.00       0.01       0.01       0.00       0.00       0.05      23.29      27.02      18.11       0.00       0.00       0.00
 1995 102 20:03:30          0.00       0.01       0.02       0.00       0.00       0.05      23.49      26.67      18.13       0.00       0.00       0.00
 1995 102 20:33:37          0.01       0.02       0.01       0.00       0.00       0.07      23.72      26.68      18.65       0.00       0.00       0.00
 1995 102 21:03:44          0.02       0.01       0.02       0.00       0.00       0.08      23.54      26.71      18.41       0.00       0.00       0.00
 1995 102 21:33:51          0.01       0.01       0.02       0.00       0.00       0.04      23.03      26.50      18.16       0.00       0.00       0.00
 1995 102 22:03:57          0.00       0.01       0.01       0.00       0.00       0.04      23.23      26.31      18.38       0.00       0.00       0.00
 1995 102 22:34:04          0.00       0.00       0.01       0.00       0.00       0.04      23.45      26.19      18.07       0.00       0.00       0.00
 1995 102 23:04:10          0.00       0.01       0.02       0.00       0.00       0.04      23.26      26.93      18.34       0.00       0.00       0.00
 1995 102 23:34:17          0.00       0.00       0.01       0.00       0.01       0.03      23.73      26.61      18.05       0.00       0.00       0.00
 1995 102 23:52:21          0.00       0.01       0.01       0.00       0.00       0.04      23.54      26.33      17.83       0.00       0.00       0.00
 1995 103  0:28:29          0.00       0.01       0.02       0.00       0.00       0.04      22.92      26.56      17.99       0.00       0.00       0.00
 1995 103  0:58:36          0.00       0.00       0.02       0.00       0.00       0.04      23.20      26.37      17.97       0.00       0.00       0.00
 1995 103  1:28:42          0.00       0.00       0.01       0.00       0.00       0.05      23.74      26.27      18.38       0.00       0.00       0.00
 1995 103  1:58:49          0.00       0.00       0.01       0.00       0.00       0.05      23.26      27.14      18.34       0.00       0.00       0.00
 1995 103  2:28:56          0.00       0.00       0.01       0.00       0.00       0.03      23.23      27.01      18.22       0.00       0.00       0.00
 1995 103  2:59:03          0.00       0.00       0.02       0.00       0.00       0.05      23.29      26.54      17.82       0.00       0.00       0.00
 1995 103  3:29:09          0.00       0.00       0.02       0.00       0.00       0.04      23.42      26.62      18.32       0.00       0.00       0.00
 1995 103  3:59:16          0.00       0.00       0.01       0.00       0.00       0.04      23.17      26.55      18.20       0.00       0.00       0.00
 1995 103  4:29:23          0.00       0.00       0.01       0.00       0.00       0.03      23.21      26.30      18.01       0.00       0.00       0.00
 1995 103  4:59:29          0.00       0.01       0.02       0.00       0.00       0.05      23.30      26.51      18.16       0.00       0.00       0.00
 1995 103  5:29:36          0.00       0.00       0.01       0.00       0.00       0.03      23.08      26.50      17.97       0.00       0.00       0.00
 1995 103  5:59:42          0.00       0.00       0.01       0.00       0.00       0.04      23.59      26.19      18.19       0.00       0.00       0.00
 1995 103  6:29:49          0.00       0.00       0.00       0.00       0.00       0.04      23.20      26.27      18.15       0.00       0.00       0.00
 1995 103  6:59:56          0.00       0.00       0.00       0.00       0.00       0.03      23.36      26.31      18.53       0.00       0.00       0.00
 1995 103  7:30:03          0.00       0.00       0.01       0.00       0.00       0.04      23.36      26.35      18.06       0.00       0.00       0.00
 1995 103  8:00:09          0.00       0.00       0.01       0.00       0.00       0.03      23.03      26.55      18.16       0.00       0.00       0.00
 1995 103  8:30:16          0.00       0.00       0.01       0.00       0.00       0.01      23.32      25.96      18.11       0.00       0.00       0.00
 1995 103  9:00:23          0.00       0.00       0.00       0.00       0.00       0.02      23.41      26.23      18.17       0.00       0.00       0.00
 1995 103  9:30:29          0.00       0.00       0.00       0.00       0.00       0.02      23.65      26.17      17.83       0.00       0.00       0.00
 1995 103 10:00:36          0.00       0.00       0.00       0.00       0.00       0.02      23.21      25.76      17.81       0.00       0.00       0.00
 1995 103 10:30:43          0.00       0.00       0.01       0.00       0.00       0.02      23.35      26.05      18.28       0.00       0.00       0.00
 1995 103 11:00:49          0.01       0.00       0.01       0.00       0.00       0.02      23.53      26.08      18.38       0.00       0.00       0.00
 1995 103 11:30:56          0.00       0.00       0.01       0.00       0.00       0.03      24.02      25.70      18.58       0.00       0.00       0.00
 1995 103 12:01:03          0.26       0.02       0.01       0.00       0.00       0.32      24.79      27.59      19.41       0.00       0.00       0.00
 1995 103 12:31:09          0.43       0.05       0.01       0.00       0.00       0.50      26.18      28.11      20.49       0.00       0.00       0.00
 1995 103 13:01:16          0.21       0.03       0.00       0.01       0.00       0.24      25.09      26.93      19.31       0.00       0.00       0.00
 1995 103 13:31:23          0.02       0.01       0.00       0.00       0.00       0.04      23.63      25.80      18.34       0.00       0.00       0.00
 1995 103 14:01:30          0.00       0.00       0.00       0.00       0.00       0.01      23.36      26.33      18.09       0.00       0.00       0.00
 1995 103 14:31:36          0.00       0.00       0.00       0.00       0.00       0.01      23.10      25.82      18.36       0.00       0.00       0.00
 1995 103 15:01:43          0.00       0.00       0.00       0.00       0.00       0.01      23.64      26.07      18.03       0.00       0.00       0.00
 1995 103 15:31:49          0.00       0.00       0.01       0.00       0.00       0.02      23.16      25.64      18.07       0.00       0.00       0.00
 1995 103 16:01:56          0.00       0.00       0.00       0.00       0.00       0.01      23.14      26.01      18.07       0.00       0.00       0.00
 1995 103 16:32:03          0.00       0.00       0.00       0.00       0.00       0.01      23.13      25.94      18.17       0.00       0.00       0.00
 1995 103 17:02:09          0.00       0.00       0.01       0.00       0.00       0.01      23.70      25.67      18.14       0.00       0.00       0.00
 1995 103 17:32:16          0.00       0.00       0.00       0.00       0.00       0.02      23.33      25.80      18.40       0.00       0.00       0.00
 1995 103 18:02:23          0.00       0.00       0.01       0.00       0.00       0.02      23.26      26.22      18.31       0.00       0.00       0.00
 1995 103 18:32:29          0.00       0.00       0.00       0.00       0.00       0.01      23.19      25.90      18.25       0.00       0.00       0.00
 1995 103 19:02:36          0.00       0.00       0.00       0.00       0.00       0.01      23.35      25.81      18.03       0.00       0.00       0.00
 1995 103 19:32:43          0.00       0.00       0.00       0.00       0.00       0.01      23.19      25.73      18.16       0.00       0.00       0.00
 1995 103 20:02:50          0.00       0.00       0.01       0.00       0.00       0.01      23.12      26.09      18.21       0.00       0.00       0.00
 1995 103 20:32:56          0.00       0.00       0.00       0.00       0.00       0.01      23.51      25.82      17.69       0.00       0.00       0.00
 1995 103 21:03:03          0.00       0.00       0.00       0.00       0.00       0.01      23.48      25.64      18.07       0.00       0.00       0.00
 1995 103 21:33:09          0.00       0.00       0.00       0.00       0.00       0.01      23.53      25.98      18.15       0.00       0.00       0.00
 1995 103 22:03:16          0.00       0.00       0.00       0.00       0.00       0.00      23.65      25.61      17.98       0.00       0.00       0.00
 1995 103 22:33:23          0.00       0.00       0.01       0.00       0.00       0.01      23.52      26.02      18.46       0.00       0.00       0.00
 1995 103 23:03:30          0.00       0.00       0.00       0.00       0.00       0.01      23.53      26.06      18.56       0.00       0.00       0.00
 1995 103 23:33:36          0.00       0.00       0.01       0.00       0.00       0.01      23.57      25.75      18.41       0.00       0.00       0.00
 1995 103 23:51:40          0.00       0.00       0.00       0.00       0.00       0.01      23.07      25.46      18.41       0.00       0.00       0.00
 1995 104  0:30:49          0.00       0.00       0.00       0.00       0.00       0.01      23.45      25.88      18.23       0.00       0.00       0.00
 1995 104  1:00:55          0.00       0.00       0.00       0.00       0.00       0.00      23.59      26.49      18.42       0.00       0.00       0.00
 1995 104  1:31:02          0.00       0.00       0.00       0.00       0.00       0.00      23.25      25.29      18.30       0.00       0.00       0.00
 1995 104  2:01:09          0.00       0.00       0.01       0.00       0.00       0.01      22.82      25.61      18.00       0.00       0.00       0.00
 1995 104  2:31:16          0.00       0.00       0.01       0.00       0.00       0.01      23.02      25.61      18.17       0.00       0.00       0.00
 1995 104  3:01:22          0.00       0.00       0.00       0.00       0.00       0.01      23.06      26.14      18.14       0.00       0.00       0.00
 1995 104  3:31:29          0.06       0.01       0.00       0.00       0.00       0.07      24.38      25.91      18.16       0.00       0.00       0.00
 1995 104  4:01:36          0.00       0.00       0.00       0.00       0.00       0.00      23.05      25.50      18.28       0.00       0.00       0.00
 1995 104  4:31:43          0.00       0.00       0.01       0.00       0.00       0.01      23.56      25.54      18.38       0.00       0.00       0.00
 1995 104  5:01:49          0.00       0.00       0.00       0.00       0.00       0.00      23.58      25.86      18.29       0.00       0.00       0.00
 1995 104  5:31:56          0.00       0.00       0.00       0.00       0.00       0.01      23.48      25.77      18.39       0.00       0.00       0.00
 1995 104  6:02:02          0.05       0.01       0.01       0.00       0.00       0.06      24.03      25.94      18.45       0.00       0.00       0.00
 1995 104  6:32:09          0.14       0.01       0.00       0.00       0.00       0.15      24.50      26.75      19.77       0.00       0.00       0.00
 1995 104  7:02:16          0.04       0.00       0.00       0.00       0.00       0.04      23.83      25.97      18.62       0.00       0.00       0.00
 1995 104  7:32:22          0.14       0.01       0.01       0.00       0.00       0.16      24.69      26.62      20.09       0.00       0.00       0.00
 1995 104  8:02:29          0.22       0.00       0.00       0.00       0.00       0.23      25.11      27.04      19.34       0.00       0.00       0.00
 1995 104  8:32:36          0.60       0.03       0.00       0.00       0.00       0.66      28.72      28.67      20.97       0.00       0.00       0.00
 1995 104  9:02:43          0.02       0.00       0.00       0.00       0.00       0.02      23.28      25.93      18.79       0.00       0.00       0.00
 1995 104  9:32:49          0.00       0.00       0.00       0.00       0.00       0.00      23.57      26.14      18.55       0.00       0.00       0.00
 1995 104 10:02:56          0.00       0.00       0.00       0.00       0.00       0.00      23.27      25.64      18.42       0.00       0.00       0.00
 1995 104 10:33:02          0.00       0.00       0.00       0.00       0.00       0.00      23.66      25.93      18.45       0.00       0.00       0.00
 1995 104 11:03:09          0.00       0.00       0.00       0.00       0.00       0.00      23.07      25.70      17.92       0.00       0.00       0.00
 1995 104 11:33:16          0.00       0.00       0.00       0.00       0.00       0.01      23.47      25.52      18.59       0.00       0.00       0.00
 1995 104 12:03:22          0.00       0.00       0.00       0.00       0.00       0.00      23.75      25.74      18.13       0.00       0.00       0.00
 1995 104 12:33:29          0.00       0.00       0.00       0.00       0.00       0.00      23.84      25.80      18.41       0.00       0.00       0.00
 1995 104 13:03:36          0.00       0.00       0.00       0.00       0.00       0.00      23.56      25.53      18.15       0.00       0.00       0.00
 1995 104 13:33:42          0.00       0.00       0.00       0.00       0.00       0.00      23.29      25.95      18.14       0.00       0.00       0.00
 1995 104 14:03:49          0.00       0.00       0.00       0.00       0.00       0.00      23.34      26.24      18.26       0.00       0.00       0.00
 1995 104 14:33:56          0.00       0.00       0.00       0.00       0.00       0.00      23.51      25.60      18.06       0.00       0.00       0.00
 1995 104 15:04:03          0.00       0.00       0.00       0.00       0.00       0.00      23.51      26.03      18.19       0.00       0.00       0.00
 1995 104 15:34:09          0.00       0.00       0.00       0.00       0.00       0.00      23.29      25.95      18.06       0.00       0.00       0.00
 1995 104 16:04:16          0.00       0.00       0.00       0.00       0.00       0.00      23.52      25.86      18.29       0.00       0.00       0.00
 1995 104 16:34:22          0.00       0.00       0.00       0.00       0.00       0.00      23.50      25.50      18.34       0.00       0.00       0.00
 1995 104 17:04:29          0.00       0.00       0.00       0.00       0.00       0.00      23.51      25.44      18.59       0.00       0.00       0.00
 1995 104 17:34:36          0.00       0.00       0.00       0.00       0.00       0.00      23.48      25.79      18.16       0.00       0.00       0.00
 1995 104 18:04:42          0.00       0.00       0.00       0.00       0.00       0.01      23.56      25.54      18.50       0.00       0.00       0.00
 1995 104 18:34:49          0.00       0.00       0.00       0.00       0.00       0.00      23.45      25.65      18.35       0.00       0.00       0.00
 1995 104 19:04:56          0.00       0.00       0.00       0.00       0.00       0.00      23.54      25.78      18.09       0.00       0.00       0.00
 1995 104 19:35:03          0.00       0.00       0.00       0.00       0.00       0.00      23.55      25.44      17.97       0.00       0.00       0.00
 1995 104 20:05:09          0.00       0.00       0.01       0.00       0.00       0.01      23.33      25.57      17.87       0.00       0.00       0.00
 1995 104 20:35:16          0.00       0.00       0.00       0.00       0.00       0.00      23.83      25.44      18.28       0.00       0.00       0.00
 1995 104 21:05:23          0.00       0.00       0.00       0.00       0.00       0.00      23.64      25.79      18.39       0.00       0.00       0.00
 1995 104 21:35:29          0.00       0.00       0.00       0.00       0.00       0.00      23.90      25.81      17.91       0.00       0.00       0.00
 1995 104 22:05:36          0.00       0.00       0.00       0.00       0.00       0.01      23.84      25.81      18.47       0.00       0.00       0.00
 1995 104 22:35:42          0.00       0.00       0.00       0.00       0.00       0.00      23.40      25.23      18.74       0.00       0.00       0.00
 1995 104 23:05:49          0.00       0.00       0.00       0.00       0.00       0.00      23.24      25.87      18.25       0.00       0.00       0.00
 1995 104 23:35:56          0.00       0.00       0.01       0.00       0.00       0.01      23.99      25.86      18.10       0.00       0.00       0.00
 1995 104 23:50:59          0.00       0.00       0.00       0.00       0.00       0.00      23.29      25.66      18.08       0.00       0.00       0.00
 1995 105  0:30:08          0.00       0.00       0.00       0.00       0.00       0.00      23.51      25.77      18.07       0.00       0.00       0.00
 1995 105  1:00:15          0.00       0.00       0.00       0.00       0.00       0.00      23.39      26.19      18.25       0.00       0.00       0.00
 1995 105  1:30:21          0.00       0.00       0.00       0.00       0.00       0.00      23.00      25.66      18.50       0.00       0.00       0.00
 1995 105  2:00:28          0.00       0.00       0.00       0.00       0.00       0.00      23.32      25.89      17.97       0.00       0.00       0.00
 1995 105  2:30:35          0.00       0.00       0.00       0.00       0.00       0.00      23.66      26.18      18.17       0.00       0.00       0.00
 1995 105  3:00:41          0.00       0.00       0.00       0.00       0.00       0.00      23.62      25.45      18.25       0.00       0.00       0.00
 1995 105  3:30:48          0.00       0.00       0.00       0.00       0.00       0.00      23.35      25.66      18.30       0.00       0.00       0.00
 1995 105  4:00:55          0.00       0.00       0.00       0.00       0.00       0.00      23.35      26.01      18.40       0.00       0.00       0.00
 1995 105  4:31:01          0.00       0.00       0.00       0.00       0.00       0.00      23.38      25.85      18.24       0.00       0.00       0.00
 1995 105  5:01:08          0.00       0.00       0.00       0.00       0.00       0.00      22.80      25.67      18.21       0.00       0.00       0.00
 1995 105  5:31:15          0.00       0.00       0.00       0.00       0.00       0.00      23.13      25.64      18.06       0.00       0.00       0.00
 1995 105  6:01:21          0.00       0.00       0.00       0.00       0.00       0.00      23.18      25.63      18.26       0.00       0.00       0.00
 1995 105  6:31:28          0.00       0.00       0.00       0.00       0.00       0.00      23.80      25.84      18.19       0.00       0.00       0.00
 1995 105  7:01:35          0.00       0.00       0.00       0.00       0.00       0.00      23.40      25.70      18.13       0.00       0.00       0.00
 1995 105  7:31:41          0.00       0.00       0.00       0.00       0.00       0.00      23.73      25.51      18.34       0.00       0.00       0.00
 1995 105  8:01:48          0.00       0.00       0.00       0.00       0.00       0.00      23.32      25.63      18.14       0.00       0.00       0.00
 1995 105  8:31:55          0.00       0.00       0.00       0.00       0.00       0.00      23.83      25.50      18.28       0.00       0.00       0.00
 1995 105  9:02:02          0.00       0.00       0.00       0.00       0.00       0.00      23.94      25.58      18.57       0.00       0.00       0.00
 1995 105  9:32:08          0.00       0.00       0.00       0.00       0.00       0.00      23.44      26.21      18.19       0.00       0.00       0.00
 1995 105 10:02:15          0.00       0.00       0.00       0.00       0.00       0.00      23.44      25.58      18.92       0.00       0.00       0.00
 1995 105 10:32:21          0.00       0.00       0.00       0.00       0.00       0.00      23.42      25.90      18.33       0.00       0.00       0.00
 1995 105 11:02:28          0.00       0.00       0.00       0.00       0.00       0.00      23.65      25.63      17.94       0.00       0.00       0.00
 1995 105 11:32:35          0.00       0.00       0.00       0.00       0.00       0.00      23.37      25.96      18.05       0.00       0.00       0.00
 1995 105 12:02:41          0.00       0.00       0.00       0.00       0.00       0.00      23.11      25.69      18.35       0.00       0.00       0.00
 1995 105 12:32:48          0.00       0.00       0.00       0.00       0.00       0.01      23.10      25.68      18.19       0.00       0.00       0.00
 1995 105 13:02:55          0.00       0.00       0.00       0.00       0.00       0.01      23.57      25.53      18.11       0.00       0.00       0.00
 1995 105 13:33:02          0.00       0.00       0.00       0.00       0.00       0.01      23.70      25.66      18.58       0.00       0.00       0.00
 1995 105 14:03:08          0.00       0.00       0.00       0.00       0.00       0.00      23.69      25.64      18.47       0.00       0.00       0.00
 1995 105 14:33:15          0.00       0.00       0.01       0.00       0.00       0.01      23.73      25.73      18.05       0.00       0.00       0.00
 1995 105 15:03:21          0.00       0.00       0.01       0.00       0.00       0.01      23.48      25.64      18.09       0.00       0.00       0.00
 1995 105 15:33:28          0.00       0.00       0.00       0.00       0.00       0.00      23.72      25.90      17.97       0.00       0.00       0.00
 1995 105 16:03:35          0.00       0.00       0.01       0.00       0.00       0.01      23.27      25.76      18.11       0.00       0.00       0.00
 1995 105 16:33:41          0.00       0.00       0.00       0.00       0.00       0.00      23.36      25.86      18.51       0.00       0.00       0.00
 1995 105 17:03:48          0.00       0.00       0.00       0.00       0.00       0.00      23.48      25.66      18.49       0.00       0.00       0.00
 1995 105 17:33:55          0.00       0.00       0.00       0.00       0.00       0.00      23.65      25.46      18.31       0.00       0.00       0.00
 1995 105 18:04:01          0.00       0.00       0.00       0.00       0.00       0.01      23.51      25.74      18.46       0.00       0.00       0.00
 1995 105 18:34:08          0.00       0.00       0.00       0.00       0.00       0.01      23.15      25.74      18.75       0.00       0.00       0.00
 1995 105 19:04:15          0.00       0.00       0.00       0.00       0.00       0.00      23.63      26.00      18.40       0.00       0.00       0.00
 1995 105 19:34:22          0.00       0.00       0.00       0.00       0.00       0.00      23.17      25.36      18.17       0.00       0.00       0.00
 1995 105 20:04:28          0.00       0.00       0.00       0.00       0.00       0.00      23.32      25.77      18.18       0.00       0.00       0.00
 1995 105 20:34:35          0.00       0.00       0.00       0.00       0.00       0.01      23.91      25.68      18.49       0.00       0.00       0.00
 1995 105 21:04:41          0.00       0.00       0.00       0.00       0.00       0.01      23.74      25.69      18.57       0.00       0.00       0.00
 1995 105 21:34:48          0.00       0.00       0.00       0.00       0.00       0.00      23.48      26.06      17.96       0.00       0.00       0.00
 1995 105 22:04:55          0.00       0.00       0.00       0.00       0.00       0.00      23.52      25.90      18.54       0.00       0.00       0.00
 1995 105 22:35:01          0.00       0.00       0.00       0.00       0.00       0.00      23.04      25.77      18.27       0.00       0.00       0.00
 1995 105 23:05:08          0.00       0.00       0.00       0.00       0.00       0.00      23.26      25.97      18.41       0.00       0.00       0.00
 1995 105 23:35:15          0.00       0.00       0.00       0.00       0.00       0.00      23.77      25.89      18.49       0.00       0.00       0.00
 1995 105 23:50:18          0.00       0.00       0.00       0.00       0.00       0.00      23.69      26.37      18.69       0.00       0.00       0.00
 1995 106  0:29:27          0.00       0.00       0.00       0.00       0.00       0.00      23.25      25.84      18.22       0.00       0.00       0.00
 1995 106  0:59:34          0.00       0.00       0.00       0.00       0.00       0.00      23.01      25.79      18.38       0.00       0.00       0.00
 1995 106  1:29:40          0.00       0.00       0.01       0.00       0.00       0.01      23.44      25.98      18.38       0.00       0.00       0.00
 1995 106  1:59:47          0.00       0.00       0.00       0.00       0.00       0.00      23.30      25.83      18.19       0.00       0.00       0.00
 1995 106  2:29:54          0.00       0.00       0.00       0.00       0.00       0.00      23.62      25.80      18.46       0.00       0.00       0.00
 1995 106  3:00:00          0.00       0.00       0.00       0.00       0.00       0.00      23.51      25.58      18.28       0.00       0.00       0.00
 1995 106  3:30:07          0.00       0.00       0.01       0.00       0.00       0.01      23.67      25.83      18.32       0.00       0.00       0.00
 1995 106  4:00:13          0.00       0.00       0.00       0.00       0.00       0.00      23.31      25.79      18.12       0.00       0.00       0.00
 1995 106  4:30:20          0.00       0.00       0.00       0.00       0.00       0.01      23.58      25.73      18.17       0.00       0.00       0.00
 1995 106  5:00:27          0.00       0.00       0.00       0.00       0.00       0.00      23.02      25.56      18.12       0.00       0.00       0.00
 1995 106  5:30:34          0.00       0.00       0.00       0.00       0.00       0.01      23.50      25.79      18.55       0.00       0.00       0.00
 1995 106  6:00:40          0.00       0.00       0.00       0.00       0.00       0.00      23.17      25.58      18.39       0.00       0.00       0.00
 1995 106  6:30:47          0.00       0.00       0.00       0.00       0.00       0.00      23.16      25.49      18.51       0.00       0.00       0.00
 1995 106  7:00:54          0.00       0.00       0.00       0.00       0.00       0.00      23.73      25.88      18.34       0.00       0.00       0.00
 1995 106  7:31:00          0.00       0.00       0.00       0.00       0.00       0.01      23.75      26.00      18.40       0.00       0.00       0.00
 1995 106  8:01:07          0.00       0.00       0.00       0.00       0.00       0.01      23.45      25.59      18.53       0.00       0.00       0.00
 1995 106  8:31:14          0.00       0.00       0.00       0.00       0.00       0.01      23.80      25.92      18.70       0.00       0.00       0.00
 1995 106  9:01:20          0.00       0.00       0.00       0.00       0.00       0.00      23.86      25.83      18.58       0.00       0.00       0.00
 1995 106  9:31:27          0.00       0.00       0.00       0.00       0.00       0.00      23.53      25.50      18.21       0.00       0.00       0.00
 1995 106 10:01:33          0.00       0.00       0.00       0.00       0.00       0.00      23.42      25.81      18.46       0.00       0.00       0.00
 1995 106 10:31:40          0.00       0.00       0.00       0.00       0.00       0.00      23.35      25.98      18.39       0.00       0.00       0.00
 1995 106 11:01:47          0.00       0.00       0.01       0.00       0.00       0.01      23.37      25.81      18.57       0.00       0.00       0.00
 1995 106 11:31:54          0.00       0.00       0.00       0.00       0.00       0.00      23.77      25.85      18.32       0.00       0.00       0.00
 1995 106 12:02:00          0.00       0.00       0.00       0.00       0.00       0.00      23.71      25.96      18.44       0.00       0.00       0.00
 1995 106 12:32:07          0.00       0.00       0.01       0.00       0.00       0.01      23.67      25.77      18.68       0.00       0.00       0.00
 1995 106 13:02:14          0.00       0.00       0.00       0.00       0.00       0.00      23.56      25.77      18.58       0.00       0.00       0.00
 1995 106 13:32:20          0.00       0.00       0.00       0.00       0.00       0.00      23.47      25.79      18.47       0.00       0.00       0.00
 1995 106 14:02:27          0.00       0.00       0.00       0.00       0.00       0.00      23.80      26.02      18.62       0.00       0.00       0.00
 1995 106 14:32:34          0.00       0.00       0.00       0.00       0.00       0.00      23.71      26.15      18.17       0.00       0.00       0.00
 1995 106 15:02:40          0.00       0.00       0.00       0.00       0.00       0.00      23.39      25.84      18.53       0.00       0.00       0.00
 1995 106 15:32:47          0.00       0.00       0.00       0.00       0.00       0.00      23.63      25.85      18.32       0.00       0.00       0.00
 1995 106 16:02:54          0.00       0.00       0.00       0.00       0.00       0.00      23.17      25.72      18.46       0.00       0.00       0.00
 1995 106 16:33:00          0.00       0.00       0.00       0.00       0.00       0.00      23.44      25.67      18.17       0.00       0.00       0.00
 1995 106 17:03:07          0.00       0.00       0.00       0.00       0.00       0.00      23.41      25.84      18.42       0.00       0.00       0.00
 1995 106 17:33:14          0.00       0.00       0.01       0.00       0.00       0.01      23.16      25.65      18.27       0.00       0.00       0.00
 1995 106 18:03:20          0.00       0.00       0.01       0.00       0.00       0.01      23.48      25.94      18.02       0.00       0.00       0.00
 1995 106 18:33:27          0.00       0.00       0.00       0.00       0.00       0.00      23.53      25.72      18.58       0.00       0.00       0.00
 1995 106 19:03:34          0.00       0.00       0.00       0.00       0.00       0.00      23.16      25.77      18.24       0.00       0.00       0.00
 1995 106 19:33:40          0.00       0.00       0.00       0.00       0.00       0.00      23.49      25.90      18.38       0.00       0.00       0.00
 1995 106 20:03:47          0.00       0.00       0.00       0.00       0.00       0.00      23.60      25.78      18.32       0.00       0.00       0.00
 1995 106 20:33:54          0.00       0.00       0.00       0.00       0.00       0.01      23.18      25.87      17.95       0.00       0.00       0.00
 1995 106 21:04:00          0.00       0.00       0.00       0.00       0.00       0.00      23.67      25.64      18.22       0.00       0.00       0.00
 1995 106 21:34:07          0.00       0.00       0.00       0.00       0.00       0.00      23.37      25.70      17.95       0.00       0.00       0.00
 1995 106 22:04:14          0.00       0.00       0.00       0.00       0.00       0.00      23.39      25.88      18.46       0.00       0.00       0.00
 1995 106 22:34:20          0.00       0.00       0.00       0.00       0.00       0.01      23.83      25.79      18.39       0.00       0.00       0.00
 1995 106 23:04:27          0.00       0.00       0.00       0.00       0.00       0.00      23.45      26.07      18.29       0.00       0.00       0.00
 1995 106 23:34:34          0.00       0.00       0.01       0.00       0.00       0.01      23.64      25.99      18.54       0.00       0.00       0.00
 1995 106 23:52:38          0.00       0.00       0.01       0.00       0.00       0.01      23.83      26.02      18.39       0.00       0.00       0.00
 1995 107  0:28:46          0.00       0.00       0.00       0.00       0.00       0.01      23.63      25.84      18.29       0.00       0.00       0.00
 1995 107  0:58:52          0.00       0.00       0.01       0.00       0.00       0.01      23.59      26.15      18.26       0.00       0.00       0.00
 1995 107  1:28:59          0.00       0.00       0.01       0.00       0.00       0.01      23.81      25.79      18.18       0.00       0.00       0.00
 1995 107  1:59:06          0.00       0.00       0.01       0.00       0.00       0.01      23.19      25.95      18.56       0.00       0.00       0.00
 1995 107  2:29:12          0.00       0.00       0.00       0.00       0.00       0.00      23.46      26.13      18.46       0.00       0.00       0.00
 1995 107  2:59:19          0.00       0.00       0.01       0.00       0.00       0.01      23.23      25.60      18.12       0.00       0.00       0.00
