 STICS OMNIDIRECTIONAL MATRIX RATES 1
         Input Level 1 Filename: SMSDISK3:[WIND.L1DATA]WI_L1_SMS_19941216_V01.DAT;1
         Clock selected:         Wall
         FIFO mode is ON     TGS mode is ON       Telemetry mode is Science mode     
 Sci Rec#      Time      BR VS    E/Q      OMR 0   OMR 1   OMR 2   OMR 3   OMR 4   OMR 5   OMR 6   OMR 7   OMR 8   OMR 9  HMR Sum  SMR Sum
__________________________________________________________________________________________________________________________________________
    14269 94 350  0:00:23 H  0    6.191       0       0       0       0       0       0       0       0       0       0       18        0
    14269 94 350  0:00:26 H  0    6.191       1       0       0       0       0       0       0       0       0       0       17        3
    14269 94 350  0:00:29 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        4
    14269 94 350  0:00:32 H  0    6.191       2       0       0       0       0       0       0       0       0       0       20        0
    14269 94 350  0:00:35 H  0    6.191       1       0       0       0       0       0       0       0       0       0       20        3
    14269 94 350  0:00:39 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        2
    14269 94 350  0:00:42 H  0    6.191       1       0       0       0       0       0       0       0       0       0       26        1
    14269 94 350  0:00:45 H  0    6.191       0       0       0       0       0       0       0       0       0       0       21        2
    14269 94 350  0:00:48 H  0    6.191       3       0       0       0       0       0       0       0       0       0       33        0
    14269 94 350  0:00:51 H  0    6.191       0       0       0       0       0       0       0       0       0       0       15        2
    14269 94 350  0:00:55 H  0    6.191       0       0       0       0       0       0       0       0       0       0       23        1
    14269 94 350  0:00:58 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        1
    14269 94 350  0:01:01 H  0    6.191       0       0       0       0       0       0       0       0       0       0       15        4
    14269 94 350  0:01:04 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        2
    14269 94 350  0:01:07 H  0    6.191       0       0       0       0       0       0       0       0       0       0       27        3
    14269 94 350  0:01:10 H  0    6.191       0       0       0       0       0       0       0       0       0       0       21        1
    14269 94 350  0:01:14 H  0    6.191       0       0       0       0       0       0       0       0       0       0       23        1
    14269 94 350  0:01:17 H  0    6.191       1       0       0       0       0       0       0       0       0       0       31        2
    14269 94 350  0:01:20 H  0    6.191       2       0       0       0       0       0       0       0       0       0       36        6
    14269 94 350  0:01:23 H  0    6.191       1       0       0       0       0       0       0       0       0       0       15        4
    14269 94 350  0:01:26 H  0    6.191       1       0       0       0       0       0       0       0       0       0       29        1
    14269 94 350  0:01:30 H  0    6.191       3       0       0       0       0       0       0       0       0       0       23        5
    14269 94 350  0:01:33 H  0    6.191       0       0       0       0       0       0       0       0       0       0       18        3
    14269 94 350  0:01:36 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        5
    14269 94 350  0:01:39 H  0    6.191       1       0       0       0       0       0       0       0       0       0       30        2
    14269 94 350  0:01:42 H  0    6.191       0       0       0       0       0       0       0       0       0       0       29        3
    14269 94 350  0:01:46 H  0    6.191       1       0       0       0       0       0       0       0       0       0       22        5
    14269 94 350  0:01:49 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        4
    14269 94 350  0:01:52 H  0    6.191       0       0       0       0       0       0       0       0       0       0       34        2
    14269 94 350  0:01:55 H  0    6.191       0       0       0       0       0       0       0       0       0       0       21        3
    14269 94 350  0:01:58 H  0    6.191       1       0       0       0       0       0       0       0       0       0       26        1
    14269 94 350  0:02:02 H  0    6.191       0       0       0       0       0       0       0       0       0       0       31        0
    14270 94 350  0:02:05 H  0    6.191       2       0       0       0       0       0       0       0       0       0       31        0
    14270 94 350  0:02:08 H  0    6.191       0       0       0       0       0       0       0       0       0       0       23        0
    14270 94 350  0:02:11 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        0
    14270 94 350  0:02:14 H  0    6.191       1       0       0       0       0       0       0       0       0       0       35        0
    14270 94 350  0:02:18 H  0    6.191       4       0       0       0       0       0       0       0       0       0       29        1
    14270 94 350  0:02:21 H  0    6.191       1       0       0       0       0       0       0       0       0       0       36        0
    14270 94 350  0:02:24 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        0
    14270 94 350  0:02:27 H  0    6.191       0       0       0       0       0       0       0       0       0       0       33        1
    14270 94 350  0:02:30 H  0    6.191       1       0       0       0       0       0       0       0       0       0       26        0
    14270 94 350  0:02:34 H  0    6.191       1       0       0       0       0       0       0       0       0       0       30        0
    14270 94 350  0:02:37 H  0    6.191       0       0       0       0       0       0       0       0       0       0       29        0
    14270 94 350  0:02:40 H  0    6.191       1       0       0       0       0       0       0       0       0       0       29        0
    14270 94 350  0:02:43 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        0
    14270 94 350  0:02:46 H  0    6.191       1       0       0       0       0       0       0       0       0       0       27        0
    14270 94 350  0:02:50 H  0    6.191       0       0       0       0       0       0       0       0       0       0       27        0
    14270 94 350  0:02:53 H  0    6.191       1       0       0       0       0       0       0       0       0       0       18        0
    14270 94 350  0:02:56 H  0    6.191       0       0       0       0       0       0       0       0       0       0       30        0
    14270 94 350  0:02:59 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        0
    14270 94 350  0:03:02 H  0    6.191       2       0       0       0       0       0       0       0       0       0       17        0
    14270 94 350  0:03:06 H  0    6.191       0       0       0       0       0       0       0       0       0       0       21        1
    14270 94 350  0:03:09 H  0    6.191       0       0       0       0       0       0       0       0       0       0       18        0
    14270 94 350  0:03:12 H  0    6.191       2       0       0       0       0       0       0       0       0       0       27        0
    14270 94 350  0:03:15 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        0
    14270 94 350  0:03:18 H  0    6.191       1       0       0       0       0       0       0       0       0       0       17        0
    14270 94 350  0:03:22 H  0    6.191       1       0       0       0       0       0       0       0       0       0       36        0
    14270 94 350  0:03:25 H  0    6.191       1       0       0       0       0       0       0       0       0       0       25        0
    14270 94 350  0:03:28 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14270 94 350  0:03:31 H  0    6.191       0       0       0       0       0       0       0       0       0       0       33        0
    14270 94 350  0:03:35 H  0    6.191       0       0       0       0       0       0       0       0       0       0       36        0
    14270 94 350  0:03:38 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        0
    14270 94 350  0:03:41 H  0    6.191       1       0       0       0       0       0       0       0       0       0       23        0
    14270 94 350  0:03:44 H  0    6.191       0       0       0       0       0       0       0       0       0       0       41        0
    14270 94 350  0:03:47 H  0    6.191       1       0       0       0       0       0       0       0       0       0       24        0
    14270 94 350  0:03:51 H  0    6.191       0       0       0       0       0       0       0       0       0       0       31        0
    14270 94 350  0:03:54 H  0    6.191       1       0       0       0       0       0       0       0       0       0       29        0
    14270 94 350  0:03:57 H  0    6.191       1       0       0       0       0       0       0       0       0       0       34        0
    14270 94 350  0:04:00 H  0    6.191       0       0       0       0       0       0       0       0       0       0       34        0
    14270 94 350  0:04:03 H  0    6.191       1       0       0       0       0       0       0       0       0       0       35        1
    14270 94 350  0:04:07 H  0    6.191       0       0       0       0       0       0       0       0       0       0       33        0
    14270 94 350  0:04:10 H  0    6.191       0       0       0       0       0       0       0       0       0       0       40        0
    14270 94 350  0:04:13 H  0    6.191       0       0       0       0       0       0       0       0       0       0       30        0
    14270 94 350  0:04:16 H  0    6.191       1       0       0       0       0       0       0       0       0       0       31        0
    14270 94 350  0:04:19 H  0    6.191       0       0       0       0       0       0       0       0       0       0       30        1
    14270 94 350  0:04:23 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        0
    14270 94 350  0:04:26 H  0    6.191       1       0       0       0       0       0       0       0       0       0       34        0
    14270 94 350  0:04:29 H  0    6.191       2       0       0       0       0       0       0       0       0       0       27        0
    14270 94 350  0:04:32 H  0    6.191       0       0       0       0       0       0       0       0       0       0       36        1
    14270 94 350  0:04:35 H  0    6.191       2       0       0       0       0       0       0       0       0       0       22        0
    14270 94 350  0:04:38 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        0
    14270 94 350  0:04:42 H  0    6.191       0       0       0       0       0       0       0       0       0       0       34        1
    14270 94 350  0:04:45 H  0    6.191       1       0       0       0       0       0       0       0       0       0       40        3
    14270 94 350  0:04:48 H  0    6.191       1       0       0       0       0       0       0       0       0       0       28        0
    14270 94 350  0:04:51 H  0    6.191       0       0       0       0       0       0       0       0       0       0       30        1
    14270 94 350  0:04:54 H  0    6.191       0       0       0       0       0       0       0       0       0       0       41        2
    14270 94 350  0:04:58 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14270 94 350  0:05:01 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        0
    14270 94 350  0:05:04 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14270 94 350  0:05:07 H  0    6.191       1       0       0       0       0       0       0       0       0       0       33        0
    14270 94 350  0:05:10 H  0    6.191       3       0       0       0       0       0       0       0       0       0       36        0
    14270 94 350  0:05:14 H  0    6.191       1       0       0       0       0       0       0       0       0       0       24        0
    14271 94 350  0:05:17 H  0    6.191       0       0       0       0       0       0       0       0       0       0       27        0
    14271 94 350  0:05:20 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14271 94 350  0:05:23 H  0    6.191       0       0       0       0       0       0       0       0       0       0       41        0
    14271 94 350  0:05:26 H  0    6.191       0       0       0       0       0       0       0       0       0       0       35        0
    14271 94 350  0:05:30 H  0    6.191       0       0       0       0       0       0       0       0       0       0       23        0
    14271 94 350  0:05:33 H  0    6.191       2       0       0       0       0       0       0       0       0       0       40        0
    14271 94 350  0:05:36 H  0    6.191       0       0       0       0       0       0       0       0       0       0       34        0
    14271 94 350  0:05:39 H  0    6.191       0       0       0       0       0       0       0       0       0       0       34        0
    14271 94 350  0:05:42 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14271 94 350  0:05:46 H  0    6.191       2       0       0       0       0       0       0       0       0       0       20        0
    14271 94 350  0:05:49 H  0    6.191       0       0       0       0       0       0       0       0       0       0       53        0
    14271 94 350  0:05:52 H  0    6.191       0       0       0       0       0       0       0       0       0       0       31        0
    14271 94 350  0:05:55 H  0    6.191       0       0       0       0       0       0       0       0       0       0       41        0
    14271 94 350  0:05:58 H  0    6.191       1       0       0       0       0       0       0       0       0       0       37        0
    14271 94 350  0:06:02 H  0    6.191       0       0       0       0       0       0       0       0       0       0       44        0
    14271 94 350  0:06:05 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        0
    14271 94 350  0:06:08 H  0    6.191       0       0       0       0       0       0       0       0       0       0       27        0
    14271 94 350  0:06:11 H  0    6.191       1       0       0       0       0       0       0       0       0       0       31        0
    14271 94 350  0:06:14 H  0    6.191       1       0       0       0       0       0       0       0       0       0       32        0
    14271 94 350  0:06:18 H  0    6.191       0       0       0       0       0       0       0       0       0       0       41        0
    14271 94 350  0:06:21 H  0    6.191       2       0       0       0       0       0       0       0       0       0       38        0
    14271 94 350  0:06:24 H  0    6.191       1       0       0       0       0       0       0       0       0       0       36        0
    14271 94 350  0:06:27 H  0    6.191       3       0       0       0       0       0       0       0       0       0       40        1
    14271 94 350  0:06:30 H  0    6.191       0       0       0       0       0       0       0       0       0       0       29        0
    14271 94 350  0:06:34 H  0    6.191       0       0       0       0       0       0       0       0       0       0       30        0
    14271 94 350  0:06:37 H  0    6.191       1       0       0       0       0       0       0       0       0       0       30        0
    14271 94 350  0:06:40 H  0    6.191       0       0       0       0       0       0       0       0       0       0       42        0
    14271 94 350  0:06:43 H  0    6.191       2       0       0       0       0       0       0       0       0       0       27        0
    14271 94 350  0:06:46 H  0    6.191       0       0       0       0       0       0       0       0       0       0       34        0
    14271 94 350  0:06:50 H  0    6.191       0       0       0       0       0       0       0       0       0       0       42        0
    14271 94 350  0:06:53 H  0    6.191       2       0       0       0       0       0       0       0       0       0       36        0
    14271 94 350  0:06:56 H  0    6.191       1       0       0       0       0       0       0       0       0       0       35        0
    14271 94 350  0:06:59 H  0    6.191       0       0       0       0       0       0       0       0       0       0       31        0
    14271 94 350  0:07:02 H  0    6.191       0       0       0       0       0       0       0       0       0       0       32        1
    14271 94 350  0:07:06 H  0    6.191       0       0       0       0       0       0       0       0       0       0       30        0
    14271 94 350  0:07:09 H  0    6.191       1       0       0       0       0       0       0       0       0       0       35        0
    14271 94 350  0:07:12 H  0    6.191       0       0       0       0       0       0       0       0       0       0       34        0
    14271 94 350  0:07:15 H  0    6.191       1       0       0       0       0       0       0       0       0       0       34        0
    14271 94 350  0:07:18 H  0    6.191       0       0       0       0       0       0       0       0       0       0       32        0
    14271 94 350  0:07:22 H  0    6.191       1       0       0       0       0       0       0       0       0       0       33        0
    14271 94 350  0:07:25 H  0    6.191       1       0       0       0       0       0       0       0       0       0       34        0
    14271 94 350  0:07:28 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        0
    14271 94 350  0:07:31 H  0    6.191       1       0       0       0       0       0       0       0       0       0       16        0
    14271 94 350  0:07:34 H  0    6.191       1       0       0       0       0       0       0       0       0       0       19        0
    14271 94 350  0:07:38 H  0    6.191       1       0       0       0       0       0       0       0       0       0       28        1
    14271 94 350  0:07:41 H  0    6.191       0       0       0       0       0       0       0       0       0       0       23        0
    14271 94 350  0:07:44 H  0    6.191       0       0       0       0       0       0       0       0       0       0       23        0
    14271 94 350  0:07:47 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        0
    14271 94 350  0:07:50 H  0    6.191       0       0       0       0       0       0       0       0       0       0       19        0
    14271 94 350  0:07:54 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        0
    14271 94 350  0:07:57 H  0    6.191       2       0       0       0       0       0       0       0       0       0       23        0
    14271 94 350  0:08:00 H  0    6.191       1       0       0       0       0       0       0       0       0       0       25        0
    14271 94 350  0:08:03 H  0    6.191       1       0       0       0       0       0       0       0       0       0       22        0
    14271 94 350  0:08:06 H  0    6.191       1       0       0       0       0       0       0       0       0       0       20        0
    14271 94 350  0:08:10 H  0    6.191       0       0       0       0       0       0       0       0       0       0       27        0
    14271 94 350  0:08:13 H  0    6.191       2       0       0       0       0       0       0       0       0       0       23        0
    14271 94 350  0:08:16 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        1
    14271 94 350  0:08:19 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14271 94 350  0:08:22 H  0    6.191       3       0       0       0       0       0       0       0       0       0       26        1
    14271 94 350  0:08:26 H  0    6.191       0       0       0       0       0       0       0       0       0       0       31        2
    14272 94 350  0:08:29 H  0    6.191       0       0       0       0       0       0       0       0       0       0       32        2
    14272 94 350  0:08:32 H  0    6.191       0       0       0       0       0       0       0       0       0       0       27        3
    14272 94 350  0:08:35 H  0    6.191       0       0       0       0       0       0       0       0       0       0       30        2
    14272 94 350  0:08:38 H  0    6.191       0       0       0       0       0       0       0       0       0       0       33        3
    14272 94 350  0:08:42 H  0    6.191       0       0       0       0       0       0       0       0       0       0       23        1
    14272 94 350  0:08:45 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14272 94 350  0:08:48 H  0    6.191       3       0       0       0       0       0       0       0       0       0       25        3
    14272 94 350  0:08:51 H  0    6.191       1       0       0       0       0       0       0       0       0       0       29        6
    14272 94 350  0:08:54 H  0    6.191       0       0       0       0       0       0       0       0       0       0       32        5
    14272 94 350  0:08:58 H  0    6.191       0       0       0       0       0       0       0       0       0       0       21        3
    14272 94 350  0:09:01 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        2
    14272 94 350  0:09:04 H  0    6.191       0       0       0       0       0       0       0       0       0       0       32        3
    14272 94 350  0:09:07 H  0    6.191       1       0       0       0       0       0       0       0       0       0       31        0
    14272 94 350  0:09:10 H  0    6.191       0       0       0       0       0       0       0       0       0       0       19        4
    14272 94 350  0:09:13 H  0    6.191       1       0       0       0       0       0       0       0       0       0       15        1
    14272 94 350  0:09:17 H  0    6.191       0       0       0       0       0       0       0       0       0       0        5        1
    14272 94 350  0:09:20 H  0    6.191       1       0       0       0       0       0       0       0       0       0       14        2
    14272 94 350  0:09:23 H  0    6.191       0       0       0       0       0       0       0       0       0       0       19        0
    14272 94 350  0:09:26 H  0    6.191       0       0       0       0       0       0       0       0       0       0       15        0
    14272 94 350  0:09:29 H  0    6.191       0       0       0       0       0       0       0       0       0       0       21        0
    14272 94 350  0:09:33 H  0    6.191       0       0       0       0       0       0       0       0       0       0       23        2
    14272 94 350  0:09:36 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        1
    14272 94 350  0:09:39 H  0    6.191       0       0       0       0       0       0       0       0       0       0       14        1
    14272 94 350  0:09:42 H  0    6.191       0       0       0       0       0       0       0       0       0       0       15        0
    14272 94 350  0:09:45 H  0    6.191       0       0       0       0       0       0       0       0       0       0       14        0
    14272 94 350  0:09:49 H  0    6.191       0       0       0       0       0       0       0       0       0       0       13        1
    14272 94 350  0:09:52 H  0    6.191       1       0       0       0       0       0       0       0       0       0       11        2
    14272 94 350  0:09:55 H  0    6.191       2       0       0       0       0       0       0       0       0       0       10        1
    14272 94 350  0:09:58 H  0    6.191       1       0       0       0       0       0       0       0       0       0       31        1
    14272 94 350  0:10:01 H  0    6.191       2       0       0       0       0       0       0       0       0       0       19        0
    14272 94 350  0:10:05 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14272 94 350  0:10:08 H  0    6.191       0       0       0       0       0       0       0       0       0       0       38        2
    14272 94 350  0:10:11 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        1
    14272 94 350  0:10:14 H  0    6.191       2       0       0       0       0       0       0       0       0       0       42        0
    14272 94 350  0:10:17 H  0    6.191       0       0       0       0       0       0       0       0       0       0       21        2
    14272 94 350  0:10:21 H  0    6.191       1       0       0       0       0       0       0       0       0       0       26        0
    14272 94 350  0:10:24 H  0    6.191       1       0       0       0       0       0       0       0       0       0       21        1
    14272 94 350  0:10:27 H  0    6.191       2       0       0       0       0       0       0       0       0       0       18        1
    14272 94 350  0:10:30 H  0    6.191       1       0       0       0       0       0       0       0       0       0       16        0
    14272 94 350  0:10:33 H  0    6.191       0       0       0       0       0       0       0       0       0       0       13        1
    14272 94 350  0:10:37 H  0    6.191       0       0       0       0       0       0       0       0       0       0       29        0
    14272 94 350  0:10:40 H  0    6.191       2       0       0       0       0       0       0       0       0       0       31        1
    14272 94 350  0:10:43 H  0    6.191       1       0       0       0       0       0       0       0       0       0       32        1
    14272 94 350  0:10:46 H  0    6.191       0       0       0       0       0       0       0       0       0       0       27        0
    14272 94 350  0:10:49 H  0    6.191       1       0       0       0       0       0       0       0       0       0       32        1
    14272 94 350  0:10:53 H  0    6.191       1       0       0       0       0       0       0       0       0       0       30        2
    14272 94 350  0:10:56 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        3
    14272 94 350  0:10:59 H  0    6.191       0       0       0       0       0       0       0       0       0       0       18        0
    14272 94 350  0:11:02 H  0    6.191       0       0       0       0       0       0       0       0       0       0       33        1
    14272 94 350  0:11:05 H  0    6.191       1       0       0       0       0       0       0       0       0       0       23        2
    14272 94 350  0:11:09 H  0    6.191       2       0       0       0       0       0       0       0       0       0       22        2
    14272 94 350  0:11:12 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        0
    14272 94 350  0:11:15 H  0    6.191       0       0       0       0       0       0       0       0       0       0       19        0
    14272 94 350  0:11:18 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        1
    14272 94 350  0:11:21 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        0
    14272 94 350  0:11:25 H  0    6.191       2       0       0       0       0       0       0       0       0       0       19        1
    14272 94 350  0:11:28 H  0    6.191       0       0       0       0       0       0       0       0       0       0       14        1
    14272 94 350  0:11:31 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        0
    14272 94 350  0:11:34 H  0    6.191       0       0       0       0       0       0       0       0       0       0       19        0
    14272 94 350  0:11:38 H  0    6.191       0       0       0       0       0       0       0       0       0       0       14        1
    14273 94 350  0:11:41 H  0    6.191       0       0       0       0       0       0       0       0       0       0       10        2
    14273 94 350  0:11:43 H  0    6.191       1       0       0       0       0       0       0       0       0       0       20        1
    14273 94 350  0:11:47 H  0    6.191       1       0       0       0       0       0       0       0       0       0       17        0
    14273 94 350  0:11:50 H  0    6.191       0       0       0       0       0       0       0       0       0       0       13        1
    14273 94 350  0:11:54 H  0    6.191       1       0       0       0       0       0       0       0       0       0       12        0
    14273 94 350  0:11:57 H  0    6.191       0       0       0       0       0       0       0       0       0       0       14        1
    14273 94 350  0:12:00 H  0    6.191       0       0       0       0       0       0       0       0       0       0       16        0
    14273 94 350  0:12:03 H  0    6.191       0       0       0       0       0       0       0       0       0       0       16        1
    14273 94 350  0:12:06 H  0    6.191       0       0       0       0       0       0       0       0       0       0       18        0
    14273 94 350  0:12:10 H  0    6.191       1       0       0       0       0       0       0       0       0       0       11        0
    14273 94 350  0:12:13 H  0    6.191       1       0       0       0       0       0       0       0       0       0       20        0
    14273 94 350  0:12:16 H  0    6.191       0       0       0       0       0       0       0       0       0       0       18        1
    14273 94 350  0:12:19 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        0
    14273 94 350  0:12:22 H  0    6.191       1       0       0       0       0       0       0       0       0       0       17        0
    14273 94 350  0:12:26 H  0    6.191       0       0       0       0       0       0       0       0       0       0       12        0
    14273 94 350  0:12:29 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        0
    14273 94 350  0:12:32 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        1
    14273 94 350  0:12:35 H  0    6.191       2       0       0       0       0       0       0       0       0       0       19        0
    14273 94 350  0:12:38 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        0
    14273 94 350  0:12:41 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        0
    14273 94 350  0:12:45 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        0
    14273 94 350  0:12:48 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        0
    14273 94 350  0:12:51 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        0
    14273 94 350  0:12:54 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        2
    14273 94 350  0:12:57 H  0    6.191       0       0       0       0       0       0       0       0       0       0       21        1
    14273 94 350  0:13:01 H  0    6.191       0       0       0       0       0       0       0       0       0       0       32        1
    14273 94 350  0:13:04 H  0    6.191       0       0       0       0       0       0       0       0       0       0       19        0
    14273 94 350  0:13:07 H  0    6.191       3       0       0       0       0       0       0       0       0       0       17        2
    14273 94 350  0:13:10 H  0    6.191       1       0       0       0       0       0       0       0       0       0       16        4
    14273 94 350  0:13:13 H  0    6.191       0       0       0       0       0       0       0       0       0       0       10        3
    14273 94 350  0:13:17 H  0    6.191       0       0       0       0       0       0       0       0       0       0       14        2
    14273 94 350  0:13:20 H  0    6.191       3       0       0       0       0       0       0       0       0       0        9        0
    14273 94 350  0:13:23 H  0    6.191       1       0       0       0       0       0       0       0       0       0       17        0
    14273 94 350  0:13:26 H  0    6.191       0       0       0       0       0       0       0       0       0       0       17        1
    14273 94 350  0:13:29 H  0    6.191       0       0       0       0       0       0       0       0       0       0       17        0
    14273 94 350  0:13:33 H  0    6.191       1       0       0       0       0       0       0       0       0       0       13        2
    14273 94 350  0:13:36 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        0
    14273 94 350  0:13:39 H  0    6.191       2       0       0       0       0       0       0       0       0       0       20        2
    14273 94 350  0:13:42 H  0    6.191       0       0       0       0       0       0       0       0       0       0       19        0
    14273 94 350  0:13:45 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        0
    14273 94 350  0:13:49 H  0    6.191       1       0       0       0       0       0       0       0       0       0       11        3
    14273 94 350  0:13:52 H  0    6.191       0       0       0       0       0       0       0       0       0       0       18        2
    14273 94 350  0:13:55 H  0    6.191       0       0       0       0       0       0       0       0       0       0       19        1
    14273 94 350  0:13:58 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        1
    14273 94 350  0:14:01 H  0    6.191       0       0       0       0       0       0       0       0       0       0       18        0
    14273 94 350  0:14:05 H  0    6.191       1       0       0       0       0       0       0       0       0       0       14        0
    14273 94 350  0:14:08 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        3
    14273 94 350  0:14:11 H  0    6.191       1       0       0       0       0       0       0       0       0       0       25        7
    14273 94 350  0:14:14 H  0    6.191       0       0       0       0       0       0       0       0       0       0       21        4
    14273 94 350  0:14:17 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        2
    14273 94 350  0:14:21 H  0    6.191       0       0       0       0       0       0       0       0       0       0       18        3
    14273 94 350  0:14:24 H  0    6.191       0       0       0       0       0       0       0       0       0       0       21        0
    14273 94 350  0:14:27 H  0    6.191       2       0       0       0       0       0       0       0       0       0       14        2
    14273 94 350  0:14:30 H  0    6.191       0       0       0       0       0       0       0       0       0       0       17        1
    14273 94 350  0:14:33 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        0
    14273 94 350  0:14:37 H  0    6.191       0       0       0       0       0       0       0       0       0       0       19        0
    14273 94 350  0:14:40 H  0    6.191       1       0       0       0       0       0       0       0       0       0       15        0
    14273 94 350  0:14:43 H  0    6.191       0       0       0       0       0       0       0       0       0       0       17        0
    14273 94 350  0:14:46 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        0
    14273 94 350  0:14:49 H  0    6.191       1       0       0       0       0       0       0       0       0       0       15        0
    14274 94 350  0:14:53 H  0    6.191       0       0       0       0       0       0       0       0       0       0       17        0
    14274 94 350  0:14:55 H  0    6.191       0       0       0       0       0       0       0       0       0       0       21        0
    14274 94 350  0:14:59 H  0    6.191       1       0       0       0       0       0       0       0       0       0       21        0
    14274 94 350  0:15:02 H  0    6.191       1       0       0       0       0       0       0       0       0       0       20        0
    14274 94 350  0:15:05 H  0    6.191       1       0       0       0       0       0       0       0       0       0       15        1
    14274 94 350  0:15:09 H  0    6.191       0       0       0       0       0       0       0       0       0       0       17        1
    14274 94 350  0:15:12 H  0    6.191       1       0       0       0       0       0       0       0       0       0       22        0
    14274 94 350  0:15:15 H  0    6.191       0       0       0       0       0       0       0       0       0       0       18        0
    14274 94 350  0:15:18 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        0
    14274 94 350  0:15:21 H  0    6.191       1       0       0       0       0       0       0       0       0       0       24        0
    14274 94 350  0:15:25 H  0    6.191       0       0       0       0       0       0       0       0       0       0       29        0
    14274 94 350  0:15:28 H  0    6.191       1       0       0       0       0       0       0       0       0       0       26        2
    14274 94 350  0:15:31 H  0    6.191       1       0       0       0       0       0       0       0       0       0       18        0
    14274 94 350  0:15:34 H  0    6.191       0       0       0       0       0       0       0       0       0       0       15        0
    14274 94 350  0:15:37 H  0    6.191       0       0       0       0       0       0       0       0       0       0        8        1
    14274 94 350  0:15:41 H  0    6.191       0       0       0       0       0       0       0       0       0       0        9        1
    14274 94 350  0:15:44 H  0    6.191       0       0       0       0       0       0       0       0       0       0       16        0
    14274 94 350  0:15:47 H  0    6.191       1       0       0       0       0       0       0       0       0       0       24        0
    14274 94 350  0:15:50 H  0    6.191       0       0       0       0       0       0       0       0       0       0       16        0
    14274 94 350  0:15:53 H  0    6.191       1       0       0       0       0       0       0       0       0       0       18        1
    14274 94 350  0:15:57 H  0    6.191       0       0       0       0       0       0       0       0       0       0       21        0
    14274 94 350  0:16:00 H  0    6.191       1       0       0       0       0       0       0       0       0       0       12        0
    14274 94 350  0:16:03 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        0
    14274 94 350  0:16:06 H  0    6.191       1       0       0       0       0       0       0       0       0       0       22        1
    14274 94 350  0:16:09 H  0    6.191       0       0       0       0       0       0       0       0       0       0       19        0
    14274 94 350  0:16:13 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        0
    14274 94 350  0:16:16 H  0    6.191       0       0       0       0       0       0       0       0       0       0       18        1
