 STICS OMNIDIRECTIONAL MATRIX RATES 1
         Input Level 1 Filename: SMSDISK3:[WIND.L1DATA]WI_L1_SMS_19941216_V01.DAT;1
         Clock selected:         Wall
         FIFO mode is ON     TGS mode is ON       Telemetry mode is Science mode     
 Sci Rec#      Time      BR VS    E/Q      OMR 0   OMR 1   OMR 2   OMR 3   OMR 4   OMR 5   OMR 6   OMR 7   OMR 8   OMR 9  HMR Sum  SMR Sum
    14344 94 350  3:59:45 H  0    6.191       2       0       0       0       0       0       0       0       0       0       41        0
    14344 94 350  3:59:48 H  0    6.191       1       0       0       0       0       0       0       0       0       0       30        1
    14344 94 350  3:59:51 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        0
    14344 94 350  3:59:54 H  0    6.191       1       0       0       0       0       0       0       0       0       0       32        0
    14344 94 350  3:59:57 H  0    6.191       1       0       0       0       0       0       0       0       0       0       38        0
    14344 94 350  4:00:01 H  0    6.191       0       0       0       0       0       0       0       0       0       0       23        0
    14344 94 350  4:00:04 H  0    6.191       1       0       0       0       0       0       0       0       0       0       29        0
    14344 94 350  4:00:07 H  0    6.191       2       0       0       0       0       0       0       0       0       0       26        0
    14344 94 350  4:00:10 H  0    6.191       1       0       0       0       0       0       0       0       0       0       22        0
    14344 94 350  4:00:13 H  0    6.191       1       0       0       0       0       0       0       0       0       0       27        1
    14344 94 350  4:00:17 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        1
    14344 94 350  4:00:20 H  0    6.191       2       0       0       0       0       0       0       0       0       0       29        0
    14344 94 350  4:00:23 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        0
    14344 94 350  4:00:26 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14344 94 350  4:00:29 H  0    6.191       2       0       0       0       0       0       0       0       0       0       32        0
    14344 94 350  4:00:33 H  0    6.191       1       0       0       0       0       0       0       0       0       0       25        0
    14344 94 350  4:00:36 H  0    6.191       0       0       0       0       0       0       0       0       0       0       34        0
    14344 94 350  4:00:39 H  0    6.191       1       0       0       0       0       0       0       0       0       0       27        0
    14344 94 350  4:00:42 H  0    6.191       1       0       0       0       0       0       0       0       0       0       29        1
    14344 94 350  4:00:45 H  0    6.191       0       0       0       0       0       0       0       0       0       0       23        0
    14344 94 350  4:00:49 H  0    6.191       1       0       0       0       0       0       0       0       0       0       25        0
    14344 94 350  4:00:52 H  0    6.191       0       0       0       0       0       0       0       0       0       0       23        0
    14344 94 350  4:00:55 H  0    6.191       1       0       0       0       0       0       0       0       0       0       42        0
    14344 94 350  4:00:58 H  0    6.191       0       0       0       0       0       0       0       0       0       0       23        0
    14344 94 350  4:01:01 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        0
    14344 94 350  4:01:05 H  0    6.191       0       0       0       0       0       0       0       0       0       0       35        1
    14344 94 350  4:01:08 H  0    6.191       2       0       0       0       0       0       0       0       0       0       23        0
    14344 94 350  4:01:11 H  0    6.191       1       0       0       0       0       0       0       0       0       0       25        0
    14344 94 350  4:01:14 H  0    6.191       1       0       0       0       0       0       0       0       0       0       23        0
    14344 94 350  4:01:17 H  0    6.191       2       0       0       0       0       0       0       0       0       0       34        1
    14344 94 350  4:01:21 H  0    6.191       2       0       0       0       0       0       0       0       0       0       39        0
    14344 94 350  4:01:24 H  0    6.191       0       0       0       0       0       0       0       0       0       0       30        1
    14344 94 350  4:01:27 H  0    6.191       0       0       0       0       0       0       0       0       0       0       33        0
    14344 94 350  4:01:30 H  0    6.191       1       0       0       0       0       0       0       0       0       0       24        0
    14344 94 350  4:01:33 H  0    6.191       2       0       0       0       0       0       0       0       0       0       30        1
    14344 94 350  4:01:37 H  0    6.191       2       0       0       0       0       0       0       0       0       0       22        0
    14344 94 350  4:01:40 H  0    6.191       1       0       0       0       0       0       0       0       0       0       31        0
    14344 94 350  4:01:43 H  0    6.191       0       0       0       0       0       0       0       0       0       0       27        0
    14344 94 350  4:01:46 H  0    6.191       0       0       0       0       0       0       0       0       0       0       29        0
    14344 94 350  4:01:49 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        0
    14344 94 350  4:01:53 H  0    6.191       3       0       0       0       0       0       0       0       0       0       25        0
    14344 94 350  4:01:56 H  0    6.191       0       0       0       0       0       0       0       0       0       0       29        1
    14345 94 350  4:01:59 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        1
    14345 94 350  4:02:02 H  0    6.191       0       0       0       0       0       0       0       0       0       0       30        0
    14345 94 350  4:02:05 H  0    6.191       3       0       0       0       0       0       0       0       0       0       28        0
    14345 94 350  4:02:09 H  0    6.191       2       0       0       0       0       0       0       0       0       0       23        0
    14345 94 350  4:02:12 H  0    6.191       1       0       0       0       0       0       0       0       0       0       34        0
    14345 94 350  4:02:15 H  0    6.191       1       0       0       0       0       0       0       0       0       0       29        0
    14345 94 350  4:02:18 H  0    6.191       0       0       0       0       0       0       0       0       0       0       32        0
    14345 94 350  4:02:21 H  0    6.191       1       0       0       0       0       0       0       0       0       0       16        0
    14345 94 350  4:02:25 H  0    6.191       0       0       0       0       0       0       0       0       0       0       48        0
    14345 94 350  4:02:28 H  0    6.191       0       0       0       0       0       0       0       0       0       0       33        0
    14345 94 350  4:02:31 H  0    6.191       1       0       0       0       0       0       0       0       0       0       24        0
    14345 94 350  4:02:34 H  0    6.191       0       0       0       0       0       0       0       0       0       0       30        0
    14345 94 350  4:02:37 H  0    6.191       1       0       0       0       0       0       0       0       0       0       28        0
    14345 94 350  4:02:41 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        0
    14345 94 350  4:02:44 H  0    6.191       1       0       0       0       0       0       0       0       0       0       27        0
    14345 94 350  4:02:47 H  0    6.191       0       0       0       0       0       0       0       0       0       0       31        0
    14345 94 350  4:02:50 H  0    6.191       1       0       0       0       0       0       0       0       0       0       28        1
    14345 94 350  4:02:53 H  0    6.191       2       0       0       0       0       0       0       0       0       0       34        0
    14345 94 350  4:02:57 H  0    6.191       0       0       0       0       0       0       0       0       0       0       27        0
    14345 94 350  4:03:00 H  0    6.191       0       0       0       0       0       0       0       0       0       0       36        0
    14345 94 350  4:03:03 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        0
    14345 94 350  4:03:06 H  0    6.191       0       0       0       0       0       0       0       0       0       0       31        1
    14345 94 350  4:03:09 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        0
    14345 94 350  4:03:13 H  0    6.191       0       0       0       0       0       0       0       0       0       0       11        0
    14345 94 350  4:03:16 H  0    6.191       1       0       0       0       0       0       0       0       0       0       23        0
    14345 94 350  4:03:19 H  0    6.191       1       0       0       0       0       0       0       0       0       0       38        0
    14345 94 350  4:03:22 H  0    6.191       0       0       0       0       0       0       0       0       0       0       36        0
    14345 94 350  4:03:25 H  0    6.191       1       0       0       0       0       0       0       0       0       0       30        0
    14345 94 350  4:03:28 H  0    6.191       1       0       0       0       0       0       0       0       0       0       20        0
    14345 94 350  4:03:32 H  0    6.191       1       0       0       0       0       0       0       0       0       0       27        0
    14345 94 350  4:03:35 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14345 94 350  4:03:38 H  0    6.191       0       0       0       0       0       0       0       0       0       0       46        0
    14345 94 350  4:03:41 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        0
    14345 94 350  4:03:44 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14345 94 350  4:03:48 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14345 94 350  4:03:51 H  0    6.191       2       0       0       0       0       0       0       0       0       0       26        0
    14345 94 350  4:03:54 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        0
    14345 94 350  4:03:57 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        0
    14345 94 350  4:04:00 H  0    6.191       2       0       0       0       0       0       0       0       0       0       29        0
    14345 94 350  4:04:04 H  0    6.191       1       0       0       0       0       0       0       0       0       0       26        1
    14345 94 350  4:04:07 H  0    6.191       1       0       0       0       0       0       0       0       0       0       27        0
    14345 94 350  4:04:10 H  0    6.191       1       0       0       0       0       0       0       0       0       0       32        1
    14345 94 350  4:04:13 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        1
    14345 94 350  4:04:16 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        1
    14345 94 350  4:04:20 H  0    6.191       3       0       0       0       0       0       0       0       0       0       39        1
    14345 94 350  4:04:23 H  0    6.191       0       0       0       0       0       0       0       0       0       0       29        0
    14345 94 350  4:04:26 H  0    6.191       1       0       0       0       0       0       0       0       0       0       23        0
    14345 94 350  4:04:29 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        1
    14345 94 350  4:04:32 H  0    6.191       1       0       0       0       0       0       0       0       0       0       24        0
    14345 94 350  4:04:36 H  0    6.191       2       0       0       0       0       0       0       0       0       0       38        0
    14345 94 350  4:04:39 H  0    6.191       0       0       0       0       0       0       0       0       0       0       32        1
    14345 94 350  4:04:42 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        0
    14345 94 350  4:04:45 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14345 94 350  4:04:48 H  0    6.191       1       0       0       0       0       0       0       0       0       0       23        0
    14345 94 350  4:04:52 H  0    6.191       2       0       0       0       0       0       0       0       0       0       21        1
    14345 94 350  4:04:55 H  0    6.191       0       0       0       0       0       0       0       0       0       0       35        0
    14345 94 350  4:04:58 H  0    6.191       2       0       0       0       0       0       0       0       0       0       26        0
    14345 94 350  4:05:01 H  0    6.191       0       0       0       0       0       0       0       0       0       0       36        1
    14345 94 350  4:05:05 H  0    6.191       1       0       0       0       0       0       0       0       0       0       27        0
    14345 94 350  4:05:08 H  0    6.191       0       0       0       0       0       0       0       0       0       0       30        1
    14346 94 350  4:05:11 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        1
    14346 94 350  4:05:14 H  0    6.191       0       0       0       0       0       0       0       0       0       0       18        1
    14346 94 350  4:05:17 H  0    6.191       1       0       0       0       0       0       0       0       0       0       30        0
    14346 94 350  4:05:21 H  0    6.191       0       0       0       0       0       0       0       0       0       0       29        0
    14346 94 350  4:05:24 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14346 94 350  4:05:27 H  0    6.191       2       0       0       0       0       0       0       0       0       0       22        0
    14346 94 350  4:05:30 H  0    6.191       0       0       0       0       0       0       0       0       0       0       23        0
    14346 94 350  4:05:33 H  0    6.191       0       0       0       0       0       0       0       0       0       0       30        0
    14346 94 350  4:05:37 H  0    6.191       0       0       0       0       0       0       0       0       0       0       17        0
    14346 94 350  4:05:40 H  0    6.191       3       0       0       0       0       0       0       0       0       0       18        0
    14346 94 350  4:05:43 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        0
    14346 94 350  4:05:46 H  0    6.191       1       0       0       0       0       0       0       0       0       0       28        1
    14346 94 350  4:05:49 H  0    6.191       1       0       0       0       0       0       0       0       0       0       27        0
    14346 94 350  4:05:53 H  0    6.191       1       0       0       0       0       0       0       0       0       0       22        0
    14346 94 350  4:05:56 H  0    6.191       0       0       0       0       0       0       0       0       0       0       30        0
    14346 94 350  4:05:59 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        1
    14346 94 350  4:06:02 H  0    6.191       1       0       0       0       0       0       0       0       0       0       32        0
    14346 94 350  4:06:05 H  0    6.191       0       0       0       0       0       0       0       0       0       0       17        0
    14346 94 350  4:06:09 H  0    6.191       0       0       0       0       0       0       0       0       0       0       18        0
    14346 94 350  4:06:12 H  0    6.191       1       0       0       0       0       0       0       0       0       0       35        0
    14346 94 350  4:06:15 H  0    6.191       0       0       0       0       0       0       0       0       0       0       31        0
    14346 94 350  4:06:18 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        0
    14346 94 350  4:06:21 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        0
    14346 94 350  4:06:25 H  0    6.191       1       0       0       0       0       0       0       0       0       0       20        0
    14346 94 350  4:06:28 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        0
    14346 94 350  4:06:31 H  0    6.191       1       0       0       0       0       0       0       0       0       0       23        0
    14346 94 350  4:06:34 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        0
    14346 94 350  4:06:37 H  0    6.191       2       0       0       0       0       0       0       0       0       0       21        0
    14346 94 350  4:06:41 H  0    6.191       1       0       0       0       0       0       0       0       0       0       13        0
    14346 94 350  4:06:44 H  0    6.191       0       0       0       0       0       0       0       0       0       0       17        0
    14346 94 350  4:06:47 H  0    6.191       1       0       0       0       0       0       0       0       0       0       24        0
    14346 94 350  4:06:50 H  0    6.191       1       0       0       0       0       0       0       0       0       0       19        0
    14346 94 350  4:06:53 H  0    6.191       0       0       0       0       0       0       0       0       0       0       18        0
    14346 94 350  4:06:56 H  0    6.191       1       0       0       0       0       0       0       0       0       0       21        0
    14346 94 350  4:07:00 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        0
    14346 94 350  4:07:03 H  0    6.191       1       0       0       0       0       0       0       0       0       0       23        0
    14346 94 350  4:07:06 H  0    6.191       0       0       0       0       0       0       0       0       0       0       27        0
    14346 94 350  4:07:09 H  0    6.191       1       0       0       0       0       0       0       0       0       0       26        0
    14346 94 350  4:07:12 H  0    6.191       0       0       0       0       0       0       0       0       0       0       21        0
    14346 94 350  4:07:16 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        0
    14346 94 350  4:07:19 H  0    6.191       1       0       0       0       0       0       0       0       0       0       30        0
    14346 94 350  4:07:22 H  0    6.191       0       0       0       0       0       0       0       0       0       0       21        2
    14346 94 350  4:07:25 H  0    6.191       0       0       0       0       0       0       0       0       0       0       17        0
    14346 94 350  4:07:28 H  0    6.191       0       0       0       0       0       0       0       0       0       0       18        0
    14346 94 350  4:07:32 H  0    6.191       1       0       0       0       0       0       0       0       0       0       21        0
    14346 94 350  4:07:35 H  0    6.191       2       0       0       0       0       0       0       0       0       0       21        0
    14346 94 350  4:07:38 H  0    6.191       2       0       0       0       0       0       0       0       0       0       29        0
    14346 94 350  4:07:41 H  0    6.191       1       0       0       0       0       0       0       0       0       0       11        0
    14346 94 350  4:07:44 H  0    6.191       1       0       0       0       0       0       0       0       0       0       22        1
    14346 94 350  4:07:48 H  0    6.191       1       0       0       0       0       0       0       0       0       0       22        0
    14346 94 350  4:07:51 H  0    6.191       0       0       0       0       0       0       0       0       0       0       17        0
    14346 94 350  4:07:54 H  0    6.191       1       0       0       0       0       0       0       0       0       0       23        0
    14346 94 350  4:07:57 H  0    6.191       1       0       0       0       0       0       0       0       0       0       15        0
    14346 94 350  4:08:00 H  0    6.191       1       0       0       0       0       0       0       0       0       0       25        0
    14346 94 350  4:08:04 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        0
    14346 94 350  4:08:07 H  0    6.191       0       0       0       0       0       0       0       0       0       0       17        0
    14346 94 350  4:08:10 H  0    6.191       2       0       0       0       0       0       0       0       0       0       17        0
    14346 94 350  4:08:13 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        0
    14346 94 350  4:08:16 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        1
    14346 94 350  4:08:20 H  0    6.191       1       0       0       0       0       0       0       0       0       0       21        0
    14347 94 350  4:08:23 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        1
    14347 94 350  4:08:26 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        0
    14347 94 350  4:08:29 H  0    6.191       1       0       0       0       0       0       0       0       0       0       11        0
    14347 94 350  4:08:32 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        1
    14347 94 350  4:08:36 H  0    6.191       0       0       0       0       0       0       0       0       0       0       19        0
    14347 94 350  4:08:39 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14347 94 350  4:08:42 H  0    6.191       0       0       0       0       0       0       0       0       0       0       14        0
    14347 94 350  4:08:45 H  0    6.191       0       0       0       0       0       0       0       0       0       0       27        0
    14347 94 350  4:08:48 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        0
    14347 94 350  4:08:52 H  0    6.191       0       0       0       0       0       0       0       0       0       0       21        0
    14347 94 350  4:08:55 H  0    6.191       1       0       0       0       0       0       0       0       0       0       28        0
    14347 94 350  4:08:58 H  0    6.191       1       0       0       0       0       0       0       0       0       0       19        0
    14347 94 350  4:09:01 H  0    6.191       0       0       0       0       0       0       0       0       0       0       23        0
    14347 94 350  4:09:04 H  0    6.191       2       0       0       0       0       0       0       0       0       0       19        1
    14347 94 350  4:09:08 H  0    6.191       2       0       0       0       0       0       0       0       0       0       20        0
    14347 94 350  4:09:11 H  0    6.191       0       0       0       0       0       0       0       0       0       0       30        0
    14347 94 350  4:09:14 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        0
    14347 94 350  4:09:17 H  0    6.191       1       0       0       0       0       0       0       0       0       0       22        0
    14347 94 350  4:09:20 H  0    6.191       1       0       0       0       0       0       0       0       0       0       20        0
    14347 94 350  4:09:24 H  0    6.191       2       0       0       0       0       0       0       0       0       0       30        0
    14347 94 350  4:09:27 H  0    6.191       0       0       0       0       0       0       0       0       0       0       21        0
    14347 94 350  4:09:30 H  0    6.191       1       0       0       0       0       0       0       0       0       0       21        0
    14347 94 350  4:09:33 H  0    6.191       2       0       0       0       0       0       0       0       0       0       18        1
    14347 94 350  4:09:36 H  0    6.191       0       0       0       0       0       0       0       0       0       0       14        0
    14347 94 350  4:09:40 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        0
    14347 94 350  4:09:43 H  0    6.191       1       0       0       0       0       0       0       0       0       0       12        0
    14347 94 350  4:09:46 H  0    6.191       0       0       0       0       0       0       0       0       0       0       23        0
    14347 94 350  4:09:49 H  0    6.191       1       0       0       0       0       0       0       0       0       0       27        0
    14347 94 350  4:09:52 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        0
    14347 94 350  4:09:56 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        0
    14347 94 350  4:09:59 H  0    6.191       1       0       0       0       0       0       0       0       0       0       23        0
    14347 94 350  4:10:02 H  0    6.191       0       0       0       0       0       0       0       0       0       0       26        0
    14347 94 350  4:10:05 H  0    6.191       1       0       0       0       0       0       0       0       0       0       18        0
    14347 94 350  4:10:08 H  0    6.191       0       0       0       0       0       0       0       0       0       0       15        1
    14347 94 350  4:10:12 H  0    6.191       0       0       0       0       0       0       0       0       0       0       30        0
    14347 94 350  4:10:15 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        0
    14347 94 350  4:10:18 H  0    6.191       2       0       0       0       0       0       0       0       0       0       14        0
    14347 94 350  4:10:21 H  0    6.191       1       0       0       0       0       0       0       0       0       0       13        0
    14347 94 350  4:10:24 H  0    6.191       0       0       0       0       0       0       0       0       0       0       14        1
    14347 94 350  4:10:28 H  0    6.191       0       0       0       0       0       0       0       0       0       0       17        0
    14347 94 350  4:10:31 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        1
    14347 94 350  4:10:34 H  0    6.191       1       0       0       0       0       0       0       0       0       0       16        0
    14347 94 350  4:10:37 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        1
    14347 94 350  4:10:40 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        0
    14347 94 350  4:10:44 H  0    6.191       1       0       0       0       0       0       0       0       0       0       25        0
    14347 94 350  4:10:47 H  0    6.191       1       0       0       0       0       0       0       0       0       0       13        0
    14347 94 350  4:10:50 H  0    6.191       0       0       0       0       0       0       0       0       0       0        9        0
    14347 94 350  4:10:53 H  0    6.191       0       0       0       0       0       0       0       0       0       0       17        1
    14347 94 350  4:10:56 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        0
    14347 94 350  4:11:00 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        1
    14347 94 350  4:11:03 H  0    6.191       0       0       0       0       0       0       0       0       0       0       23        0
    14347 94 350  4:11:06 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        1
    14347 94 350  4:11:09 H  0    6.191       1       0       0       0       0       0       0       0       0       0       12        0
    14347 94 350  4:11:12 H  0    6.191       1       0       0       0       0       0       0       0       0       0       21        0
    14347 94 350  4:11:16 H  0    6.191       0       0       0       0       0       0       0       0       0       0       18        0
    14347 94 350  4:11:19 H  0    6.191       3       0       0       0       0       0       0       0       0       0       16        0
    14347 94 350  4:11:22 H  0    6.191       2       0       0       0       0       0       0       0       0       0       26        0
    14347 94 350  4:11:25 H  0    6.191       1       0       0       0       0       0       0       0       0       0       19        0
    14347 94 350  4:11:28 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        1
    14347 94 350  4:11:31 H  0    6.191       0       0       0       0       0       0       0       0       0       0       19        0
    14348 94 350  4:11:35 H  0    6.191       2       0       0       0       0       0       0       0       0       0       23        0
    14348 94 350  4:11:38 H  0    6.191       0       0       0       0       0       0       0       0       0       0       27        0
    14348 94 350  4:11:41 H  0    6.191       0       0       0       0       0       0       0       0       0       0       32        0
    14348 94 350  4:11:44 H  0    6.191       0       0       0       0       0       0       0       0       0       0       37        0
    14348 94 350  4:11:47 H  0    6.191       1       0       0       0       0       0       0       0       0       0       25        0
    14348 94 350  4:11:51 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        0
    14348 94 350  4:11:54 H  0    6.191       1       0       0       0       0       0       0       0       0       0       15        0
    14348 94 350  4:11:57 H  0    6.191       1       0       0       0       0       0       0       0       0       0       26        0
    14348 94 350  4:12:00 H  0    6.191       1       0       0       0       0       0       0       0       0       0       28        0
    14348 94 350  4:12:03 H  0    6.191       0       0       0       0       0       0       0       0       0       0       15        0
    14348 94 350  4:12:07 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        1
    14348 94 350  4:12:10 H  0    6.191       0       0       0       0       0       0       0       0       0       0       25        0
    14348 94 350  4:12:13 H  0    6.191       1       0       0       0       0       0       0       0       0       0       25        0
    14348 94 350  4:12:16 H  0    6.191       1       0       0       0       0       0       0       0       0       0       15        0
    14348 94 350  4:12:19 H  0    6.191       1       0       0       0       0       0       0       0       0       0       15        0
    14348 94 350  4:12:23 H  0    6.191       1       0       0       0       0       0       0       0       0       0       12        0
    14348 94 350  4:12:26 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        0
    14348 94 350  4:12:29 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14348 94 350  4:12:32 H  0    6.191       0       0       0       0       0       0       0       0       0       0       18        0
    14348 94 350  4:12:35 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        0
    14348 94 350  4:12:39 H  0    6.191       0       0       0       0       0       0       0       0       0       0       14        0
    14348 94 350  4:12:42 H  0    6.191       1       0       0       0       0       0       0       0       0       0       23        0
    14348 94 350  4:12:45 H  0    6.191       0       0       0       0       0       0       0       0       0       0       13        0
    14348 94 350  4:12:48 H  0    6.191       0       0       0       0       0       0       0       0       0       0       23        0
    14348 94 350  4:12:51 H  0    6.191       1       0       0       0       0       0       0       0       0       0       20        0
    14348 94 350  4:12:55 H  0    6.191       0       0       0       0       0       0       0       0       0       0       27        0
    14348 94 350  4:12:58 H  0    6.191       1       0       0       0       0       0       0       0       0       0       31        0
    14348 94 350  4:13:01 H  0    6.191       0       0       0       0       0       0       0       0       0       0       27        0
    14348 94 350  4:13:04 H  0    6.191       2       0       0       0       0       0       0       0       0       0       21        0
    14348 94 350  4:13:08 H  0    6.191       0       0       0       0       0       0       0       0       0       0       20        0
    14348 94 350  4:13:11 H  0    6.191       0       0       0       0       0       0       0       0       0       0       19        1
    14348 94 350  4:13:14 H  0    6.191       0       0       0       0       0       0       0       0       0       0       19        1
    14348 94 350  4:13:17 H  0    6.191       0       0       0       0       0       0       0       0       0       0       29        0
    14348 94 350  4:13:20 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        0
    14348 94 350  4:13:24 H  0    6.191       0       0       0       0       0       0       0       0       0       0       11        0
    14348 94 350  4:13:27 H  0    6.191       1       0       0       0       0       0       0       0       0       0       23        0
    14348 94 350  4:13:30 H  0    6.191       0       0       0       0       0       0       0       0       0       0       22        0
    14348 94 350  4:13:33 H  0    6.191       0       0       0       0       0       0       0       0       0       0       30        0
    14348 94 350  4:13:36 H  0    6.191       1       0       0       0       0       0       0       0       0       0       37        0
    14348 94 350  4:13:40 H  0    6.191       2       0       0       0       0       0       0       0       0       0       25        0
    14348 94 350  4:13:43 H  0    6.191       0       0       0       0       0       0       0       0       0       0       37        0
    14348 94 350  4:13:46 H  0    6.191       1       0       0       0       0       0       0       0       0       0       25        0
    14348 94 350  4:13:49 H  0    6.191       0       0       0       0       0       0       0       0       0       0       14        0
    14348 94 350  4:13:52 H  0    6.191       0       0       0       0       0       0       0       0       0       0       27        0
    14348 94 350  4:13:56 H  0    6.191       1       0       0       0       0       0       0       0       0       0       26        0
    14348 94 350  4:13:59 H  0    6.191       0       0       0       0       0       0       0       0       0       0       29        0
    14348 94 350  4:14:02 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        0
    14348 94 350  4:14:05 H  0    6.191       1       0       0       0       0       0       0       0       0       0       31        0
    14348 94 350  4:14:08 H  0    6.191       2       0       0       0       0       0       0       0       0       0       35        0
    14348 94 350  4:14:12 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14348 94 350  4:14:15 H  0    6.191       0       0       0       0       0       0       0       0       0       0       35        0
    14348 94 350  4:14:18 H  0    6.191       2       0       0       0       0       0       0       0       0       0       25        0
    14348 94 350  4:14:21 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        0
    14348 94 350  4:14:24 H  0    6.191       1       0       0       0       0       0       0       0       0       0       27        0
    14348 94 350  4:14:28 H  0    6.191       0       0       0       0       0       0       0       0       0       0       27        1
    14348 94 350  4:14:31 H  0    6.191       0       0       0       0       0       0       0       0       0       0       28        0
    14348 94 350  4:14:34 H  0    6.191       0       0       0       0       0       0       0       0       0       0       35        0
    14348 94 350  4:14:37 H  0    6.191       1       0       0       0       0       0       0       0       0       0       24        0
    14348 94 350  4:14:40 H  0    6.191       0       0       0       0       0       0       0       0       0       0       19        1
    14348 94 350  4:14:44 H  0    6.191       1       0       0       0       0       0       0       0       0       0       34        0
    14349 94 350  4:14:47 H  0    6.191       0       0       0       0       0       0       0       0       0       0       30        0
    14349 94 350  4:14:50 H  0    6.191       0       0       0       0       0       0       0       0       0       0       27        0
    14349 94 350  4:14:53 H  0    6.191       0       0       0       0       0       0       0       0       0       0       33        0
    14349 94 350  4:14:56 H  0    6.191       0       0       0       0       0       0       0       0       0       0       38        0
    14349 94 350  4:14:59 H  0    6.191       1       0       0       0       0       0       0       0       0       0       34        0
    14349 94 350  4:15:03 H  0    6.191       0       0       0       0       0       0       0       0       0       0       44        0
    14349 94 350  4:15:06 H  0    6.191       1       0       0       0       0       0       0       0       0       0       24        0
    14349 94 350  4:15:09 H  0    6.191       2       0       0       0       0       0       0       0       0       0       35        0
    14349 94 350  4:15:12 H  0    6.191       1       0       0       0       0       0       0       0       0       0       25        0
    14349 94 350  4:15:15 H  0    6.191       0       0       0       0       0       0       0       0       0       0       29        0
    14349 94 350  4:15:19 H  0    6.191       1       0       0       0       0       0       0       0       0       0       30        0
    14349 94 350  4:15:22 H  0    6.191       0       0       0       0       0       0       0       0       0       0       19        0
    14349 94 350  4:15:25 H  0    6.191       1       0       0       0       0       0       0       0       0       0       16        0
    14349 94 350  4:15:28 H  0    6.191       1       0       0       0       0       0       0       0       0       0       24        0
    14349 94 350  4:15:31 H  0    6.191       0       0       0       0       0       0       0       0       0       0       35        0
    14349 94 350  4:15:35 H  0    6.191       0       0       0       0       0       0       0       0       0       0       33        0
    14349 94 350  4:15:38 H  0    6.191       0       0       0       0       0       0       0       0       0       0       24        0
